ID,TITLE,YEAR,DOI,LANG,JOURNAL,ISSN,QUALIS,JCR,AUTHOR,ORDER,ORDER_OK,ID_CNPQ,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID,ADDRESS_ENTERP_CODE,ID_X,TEXT_CLEAN
3275865819287843,Sistema computacional para otimização na seleção de fertilizantes,2010,,Português,Scientia Plena,18082793,A4,-99,"['Rafael Cesar Tieppo', 'CASSIANO CREMON', 'Luís César da Silva', 'Rivanildo Dallacort', 'Adalberto Santi']","['1', '2', '3', '4', '5']",1,"['', '1121973097293558', '', '1292986021348016', '2300099357169820']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,4,sistema computacional otimização seleção fertilizantes
3275865819287843,Emissão de CO2 e potencial de conservação de C em solo submetido à aplicação de diferentes adubos orgânicos,2010,,Português,Agrarian (Dourados. Online),19842538,B4,-99,"['Wininton Mendes Silva', 'CASSIANO CREMON', 'Nilbe Carla Mapeli', 'Rafael Cesar Tieppo', 'Jucélio Marcos Carvalho', 'Loana Longo', 'Marcelo Ferri', 'Wellington Azambuja']","['1', '2', '3', '4', '5', '6', '7', '8']",4,"['4995697951664626', '1121973097293558', '', '3275865819287843', '', '', '', '']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,3,emissão co2 potencial conservação c solo submetido aplicação diferentes adubos orgânicos
3275865819287843,Desenvolvimento de um penetrômetro manual eletrônico,2011,10.4025/actascitechnol.v33i1.5914,Português,Acta Scientiarum. Technology (Online),18078664,B2,0.356,"['Rafael Cesar Tieppo', 'Antonio Gabriel Filho', 'Suedêmio de Lima Silva', 'Estor Gnoatto']","['1', '2', '3', '4']",1,"['3275865819287843', '1161542543125873', '6113069815332176', '']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,2,desenvolvimento penetrômetro manual eletrônico
3275865819287843,Desenvolvimento de um aparelho alternativo para determinação da estabilidade de agregados via úmida,2011,,Português,Scientia Plena,18082793,A4,-99,"['Rafael Cesar Tieppo', 'Alexandre Luiz Puhl', 'CASSIANO CREMON', 'Wininton Mendes Silva', 'Jucélio Marcos Carvalho']","['1', '2', '3', '4', '5']",1,"['', '', '1121973097293558', '4995697951664626', '']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,6,desenvolvimento aparelho alternativo determinação estabilidade agregados via úmida
3275865819287843,Desenvolvimento inicial de plantas de girassol em condições de  estresse hídrico,2011,,Português,Enciclopédia biosfera,18090583,B4,-99,"['Severino de Paiva Sobrinho', 'Rafael Cesar Tieppo', 'Tonny José Araújo da Silva']","['1', '2', '3']",2,"['', '', '0651075688988405']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,5,desenvolvimento inicial plantas girassol condições  estresse hídrico
3275865819287843,Distribuição e probabilidade de ocorrência de precipitação em Cáceres (MT),2012,,Português,Pesquisa Agropecuária Tropical (Impresso),15176398,B2,-99,"['Jaqueline Aguilla Pizzato', 'Rivanildo Dallacort', 'Rafael Cesar Tieppo', 'Alcir José Modolo', 'CASSIANO CREMON', 'Patrícia Simone Palhana Moreira']","['1', '2', '3', '4', '5', '6']",3,"['', '1292986021348016', '', '7372544499267795', '1121973097293558', '']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,7,distribuição probabilidade ocorrência precipitação cáceres mt
3275865819287843,Desempenho agronômico de alface americana fertilizada com torta de filtro em ambiente protegido,2013,10.1590/S0102-05362013000200027,Inglês,Horticultura Brasileira (Impresso),01020536,B2,-99,"['SANTI, ADALBERTO', 'SCARAMUZZA, WALCYLENE LMP', 'NEUHAUS, ALEXANDRO', 'DALLACORT, RIVANILDO', 'KRAUSE, WILLIAN', 'Rafael Cesar Tieppo']","['1', '2', '3', '4', '5', '6']",6,"['', '', '', '3275865819287843', '', '']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,11,desempenho agronômico alface americana fertilizada torta filtro ambiente protegido
3275865819287843,Energy demand in sugarcane residue collection and  transportation,2014,,Inglês,E-journal - CIGR,16821130,B2,-99,"['Rafael Cesar Tieppo', 'Maria Carolina da Silva Andrea', 'Leandro Maria Gimenez', 'ROMANELLI, THIAGO L.']","['1', '2', '3', '4']",1,"['', '', '3275865819287843', '3275865819287843']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,13,energy demand in sugarcane residue collection and  transportation
3275865819287843,"Concentração de material particulado na região de Tangará da Serra-MT, sul da amazônia legal",2014,,Português,Revista Brasileira de Geografia Física,19842295,A2,-99,"['Patrícia Simone Palhana Moreira', 'Rivanildo Dallacort', 'Idilaine de Fatima Lima', 'Rafael Cesar Tieppo', 'Cristiano Santos']","['1', '2', '3', '4', '5']",4,"['', '1292986021348016', '', '3275865819287843', '']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,14,concentração material particulado região tangará serramt sul amazônia legal
3275865819287843,"Sowing dates and plant density of peanut cultivars in different soil and climatic conditions of Mato Grosso state, Brazil",2014,,Português,"International Journal of Food, Agriculture and Environment (Online)",14590263,XX,-99,"['João Danilo Barbieri', 'Rivanildo Dallacort', 'Adalberto Santi', 'Kássio de Marco', 'Alcir José Modolo', 'Santino Seabra Júnior', 'Ronicely Pereira da Rocha', 'Rafael Cesar Tieppo']","['1', '2', '3', '4', '5', '6', '7', '8']",8,"['', '1292986021348016', '2300099357169820', '', '7372544499267795', '', '', '']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,40,sowing dates and plant density of peanut cultivars in different soil and climatic conditions of mato grosso state brazil
