ID,INSTITUTION,INSTITUTION_CODE,YEAR,YEAR_FIN,MONTH_INI,MONTH_FIN,DEGREE,DEGREE_ID,TYPE,TITLE,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID,ADDRESS_ENTERP_CODE,FILTER_YEAR
3275865819287843,Universidade do Estado de Mato Grosso,841500000008,2007,2010,06,03,Agronomia,90000010,GRADUACAO,"['Construções Rurais', 'Topografia']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,IN
3275865819287843,Universidade do Estado de Mato Grosso,841500000008,2010,2011,03,12,Agronomia,90000010,GRADUACAO,"['Cálculo Aplicado', 'Construções Rurais', 'Máquinas e Mecanização Agrícola']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,IN
3275865819287843,Universidade do Estado de Mato Grosso,841500000008,2015,2015,01,12,Agronomia,60280700,GRADUACAO,"['Máquinas Agrícolas', 'Mecanização Agrícola', 'Desenho técnico']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,IN
3275865819287843,Universidade do Estado de Mato Grosso,841500000008,2016,2016,01,06,Agronomia,90000010,GRADUACAO,"['Geoprocessamento', 'Máquinas agrícolas', 'Mecanização agrícola']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,IN
3275865819287843,Universidade do Estado de Mato Grosso,841500000008,2016,2016,07,12,Agronomia,90000010,GRADUACAO,"['Geoprocessamento', 'Mecanização agrícola', 'Máquinas agrícolas']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,IN
3275865819287843,Universidade do Estado de Mato Grosso,841500000008,2017,2017,01,06,Agronomia,90000010,GRADUACAO,"['Geoprocessamento', 'Máquinas agrícolas', 'Mecanização agrícola']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,IN
3275865819287843,Universidade do Estado de Mato Grosso,841500000008,2017,2017,06,12,Agronomia,90000010,GRADUACAO,['Geoprocessamento'],Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,IN
3275865819287843,Universidade do Estado de Mato Grosso,841500000008,2018,2018,01,06,Agronomia,90000010,GRADUACAO,['Geoprocessamento'],Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,IN
3275865819287843,Universidade do Estado de Mato Grosso,841500000008,2018,2018,07,12,Agronomia,90000010,GRADUACAO,['Geoprocessamento'],Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,IN
3275865819287843,Universidade do Estado de Mato Grosso,841500000008,2019,2019,01,06,Agronomia,90000010,GRADUACAO,['Geoprocessamento'],Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",02-10-2024,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,IN
