ISSN	Titulo	Estrato	Classificação
1806-2636	ACTA SCIENTIARUM. ANIMAL SCIENCES	B2	
1807-8672	ACTA SCIENTIARUM. ANIMAL SCIENCES	B2	
1679-9283	ACTA SCIENTIARUM. BIOLOGICAL SCIENCES (IMPRESSO)	B2	
1807-863X	ACTA SCIENTIARUM. BIOLOGICAL SCIENCES (ONLINE)	B2	
1807-8656	ACTA SCIENTIARUM. HUMAN AND SOCIAL SCIENCES	A2	
1983-4675	ACTA SCIENTIARUM. LANGUAGE AND CULTURE (IMPRESSO)	A1	
1806-2563	ACTA SCIENTIARUM. TECHNOLOGY (IMPRESSO)	B2	
1807-8664	ACTA SCIENTIARUM. TECHNOLOGY (ONLINE)	B2	
2581-365X	ACTA SCIENTIFIC AGRICULTURE	B4	
2581-3226	ACTA SCIENTIFIC MICROBIOLOGY	B4	
2582-1423	ACTA SCIENTIFIC NUTRITIONAL HEALTH	C	
1338-5267	ACTA TECHNOLOGICA AGRICULTURAE	B1	
1982-422X	ACTA TECNOLÓGICA	C	
0327-9286	ACTA TOXICOLÓGICA ARGENTINA	C	
0001-706X	ACTA TROPICA	A2	
1981-5484	ACTA VETERINARIA BRASILICA	B1	
2253-9727	ACTAS IBEROAMERICANAS DE CONSERVACION ANIMAL	B4	
2525-8923	ACTIO: DOCÊNCIA EM CIÊNCIAS	A3	
1280-8571	ADANSONIA	B2	
2175-5787	ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL	A3	
2042-4868	ADVANCE JOURNAL OF FOOD SCIENCE AND TECHNOLOGY	B2	
2199-160X	ADVANCED ELECTRONIC MATERIALS	A1	
1616-301X	ADVANCED FUNCTIONAL MATERIALS (PRINT)	A1	
2055-0340	ADVANCED MANUFACTURING: POLYMER & COMPOSITES SCIENCE	A3	
1521-4095	ADVANCED MATERIALS (ONLINE)	A1	
2251-7308	ADVANCED PHARMACEUTICAL BULLETIN	A2	
2164-6627	ADVANCED SCIENCE, ENGINEERING AND MEDICINE	B2	
2354-2152	ADVANCEMENT IN MEDICINAL PLANT RESEARCH	B3	
2169-0499	ADVANCES IN AGING RESEARCH	C	
0065-2113	ADVANCES IN AGRONOMY	A1	
2518-3680	ADVANCES IN ANALYSIS	B4	
2307-8316	ADVANCES IN ANIMAL AND VETERINARY SCIENCES	B2	
2040-4700	ADVANCES IN ANIMAL BIOSCIENCES	B4	
2329-0870	ADVANCES IN BIOCHEMISTRY	B4	
2212-4926	ADVANCES IN BIOLOGICAL REGULATION	A1	
2474-7637	ADVANCES IN BIOTECHNOLOGY & MICROBIOLOGY	C	
2424-922X	ADVANCES IN DATA SCIENCE AND ADAPTIVE ANALYSIS	B3	
2331-1991	ADVANCES IN ENTOMOLOGY	B4	
2357-8181	ADVANCES IN FORESTRY SCIENCE	B4	
1592-1573	ADVANCES IN HORTICULTURAL SCIENCE	B3	
0394-6169	ADVANCES IN HORTICULTURAL SCIENCE	B3	
1687-8434	ADVANCES IN MATERIALS SCIENCE AND ENGINEERING (PRINT)	A3	
1687-9309	ADVANCES IN METEOROLOGY	A4	
2165-3410	ADVANCES IN MICROBIOLOGY	B3	
2165-3402	ADVANCES IN MICROBIOLOGY	B3	
2523-3106	ADVANCES IN RHEUMATOLOGY	B2	
0309-1708	ADVANCES IN WATER RESOURCES	A1	
1993-3738	AFRICAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS	B4	
1991-637X	AFRICAN JOURNAL OF AGRICULTURAL RESEARCH	B3	
1684-5315	AFRICAN JOURNAL OF BIOTECHNOLOGY	B3	
1996-0786	AFRICAN JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY	B1	
1684-5374	AFRICAN JOURNAL OF FOOD, AGRICULTURE, NUTRITION AND DEVELOPMENT	B1	
1996-0794	AFRICAN JOURNAL OF FOOD SCIENCE	B1	
1996-0808	AFRICAN JOURNAL OF MICROBIOLOGY RESEARCH	B3	
1996-0816	AFRICAN JOURNAL OF PHARMACY AND PHARMACOLOGY	B4	
1996-0824	AFRICAN JOURNAL OF PLANT SCIENCE	B4	
1578-7168	AGER	B1	
1414-0454	ÁGORA (UNISC)	A4	
1982-6737	ÁGORA (UNISC. ONLINE)	A4	
1808-1150	AGRÁRIA (SÃO PAULO. ONLINE)	B4	
2357-9951	AGRARIAN ACADEMY	B4	
1984-252X	AGRARIAN (DOURADOS. IMPRESSO)	B4	
1984-2538	AGRARIAN (DOURADOS. ONLINE)	B4	
2352-2151	AGRI GENE	A4	
1887-9292	AGRICULTURA FAMILIAR EN ESPAÑA	B4	
1414-0810	AGRICULTURA FAMILIAR (UFPA)	B2	
2471-9625	AGRICULTURAL & ENVIRONMENTAL LETTERS	C	
1461-9563	AGRICULTURAL AND FOREST ENTOMOLOGY (ONLINE)	A2	
1461-9555	AGRICULTURAL AND FOREST ENTOMOLOGY (PRINT)	A2	
0168-1923	AGRICULTURAL AND FOREST METEOROLOGY (PRINT)	A1	
1682-1130	AGRICULTURAL ENGINEERING INTERNATIONAL: CIGR JOURNAL	B2	
2249-720X	AGRICULTURAL RESEARCH	B1	
2471-6774	AGRICULTURAL RESEARCH AND TECHNOLOGY: OPEN ACCESS JOURNAL	B4	
0002-161X	AGRICULTURAL RESEARCH (WASHINGTON)	B4	
2156-8553	AGRICULTURAL SCIENCES	B3	
2156-8561	AGRICULTURAL SCIENCES	B3	
0308-521X	AGRICULTURAL SYSTEMS	A1	
0378-3774	AGRICULTURAL WATER MANAGEMENT (PRINT)	A1	
2077-0472	AGRICULTURE	A3	
2452-316X	AGRICULTURE AND NATURAL RESOURCES	A3	
0167-8809	AGRICULTURE, ECOSYSTEMS & ENVIRONMENT (PRINT)	A1	
2624-7402	AGRIENGINEERING	C	
0327-6244	AGRISCIENTIA (CÓRDOBA)	B4	
2236-6830	AGRIWORLD	B4	
1316-0354	AGROALIMENTARIA (CARACAS)	A4	
0100-4298	AGROANALYSIS (FGV)	B4	
0002-1857	AGROCHIMICA (PISA)	B2	
1405-3195	AGROCIENCIA (MONTECILLO)	B2	
1510-0839	AGROCIENCIA (MONTEVIDEO)	B4	
2301-1548	AGROCIENCIA URUGUAY	B4	
1989-4686	AGROECOLOGÍA	B2	
2168-3565	AGROECOLOGY AND SUSTAINABLE FOOD SYSTEMS (PRINT)	A2	
2525-6920	AGROFORESTALIS NEWS	C	
1572-9680	AGROFORESTRY SYSTEMS	A2	
0167-4366	AGROFORESTRY SYSTEMS (PRINT)	A2	
1982-8470	AGRO@MBIENTE ON-LINE	B4	
2526-7043	AGROMETEOROS	B4	
0120-9965	AGRONOMIA COLOMBIANA	B3	
2357-3732	AGRONOMÍA COLOMBIANA	B3	
0377-9424	AGRONOMIA COSTARRICENSE	B4	
2073-4395	AGRONOMY	A2	
1774-0746	AGRONOMY FOR SUSTAINABLE DEVELOPMENT	A1	
1435-0645	AGRONOMY JOURNAL (ONLINE)	A2	
0002-1962	AGRONOMY JOURNAL (PRINT)	A2	
1406-894X	AGRONOMY RESEARCH	B1	
2359-1455	AGRONOMY SCIENCE AND BIOTECHNOLOGY	B4	
2525-877X	AGROPAMPA: REVISTA DE GESTÃO DO AGRONEGÓCIO	B3	
0103-0779	AGROPECUÁRIA CATARINENSE	B4	
1808-6845	AGROPECUÁRIA CIENTÍFICA NO SEMI-ÁRIDO	B4	
0100-7467	AGROPECUÁRIA TÉCNICA (UFPB)	B4	
0101-1758	AGROPECUÁRIA TROPICAL	B4	
1806-9215	AGROSSILVICULTURA (VIÇOSA)	C	
2639-6696	AGROSYSTEMS, GEOSCIENCES & ENVIRONMENT	B4	
2182-4401	AGROTEC	B4	
2525-8990	AGROTEC - REVISTA AGROPECUARIA TECNICA (ONLINE)	B4	
0103-3816	AGROTRÓPICA (ITABUNA)	B4	
2179-9784	ÁGUAS SUBTERRÂNEAS	B3	
0101-7004	ÁGUAS SUBTERRÂNEAS (SÃO PAULO)	B3	
2673-2688	AI	C	
2471-2086	AIMS AGRICULTURE AND FOOD	B1	
2372-0352	AIMS ENVIRONMENTAL SCIENCE	B4	
1873-9318	AIR QUALITY, ATMOSPHERE AND HEALTH	A2	
0002-5100	ALDRICHIMICA ACTA	A1	
1226-2617	ALGAE	A2	
2211-9264	ALGAL RESEARCH	A1	
2675-2530	ALIMENTOS	C	
0971-4693	ALLELOPATHY JOURNAL	A4	
0002-5852	ALLGEMEINE FORST- UND JAGDZEITUNG	B4	
2359-6651	ALMANAQUE MULTIDISCIPLINAR DE PESQUISA	B1	
0084-5841	AMA. AGRICULTURAL MECHANIZATION IN ASIA, AFRICA AND LATIN AMERICA	B3	
2177-8760	AMAZONIAN JOURNAL OF AGRICULTURAL AND ENVIRONMENTAL SCIENCES / REVISTA DE CIÊNCIAS AGRÁRIAS	B4	
2594-5092	AMAZONIAN JOURNAL OF PLANT RESEARCH	B4	
2176-0675	AMAZÔNICA: REVISTA DE ANTROPOLOGIA (ONLINE)	A2	
2191-0855	AMB EXPRESS	A4	
1808-0251	AMBIÊNCIA	B4	
2175-9405	AMBIÊNCIA (ONLINE)	B4	
1984-9915	AMBIENTALE REVISTA DE PÓS-GRADUAÇÃO EM GESTÃO AMBIENTAL	B4	
2386-4362	AMBIENTALMENTE SUSTENTABLE - REVISTA CIENTÍFICA GALEGO-LUSÓFONA DE EDUCACIÓN AMBIENTAL	A4	
1413-8638	AMBIENTE & EDUCAÇÃO	A3	
2238-5533	AMBIENTE & EDUCAÇÃO: REVISTA DE EDUCAÇÃO AMBIENTAL	A3	
1809-4422	AMBIENTE & SOCIEDADE (ONLINE)	A2	
1678-8621	AMBIENTE CONSTRUÍDO (ONLINE)	A3	
1414-753X	AMBIENTE E SOCIEDADE	A2	
0044-7447	AMBIO (OSLO)	A1	
1130-2887	AMÉRICA LATINA HOY	A2	
0002-8444	AMERICAN FERN JOURNAL	B1	
1557-4989	AMERICAN JOURNAL OF AGRICULTURAL AND BIOLOGICAL SCIENCES	C	
1557-4555	AMERICAN JOURNAL OF ANIMAL AND VETERINARY SCIENCES	B2	
0002-9122	AMERICAN JOURNAL OF BOTANY	A2	
1537-2197	AMERICAN JOURNAL OF BOTANY (ELETRONIC VERSION)	A2	
2167-9495	AMERICAN JOURNAL OF CLIMATE CHANGE	B2	
2321-9114	AMERICAN JOURNAL OF ESSENTIAL OILS AND NATURAL PRODUCTS	C	
2231-0606	AMERICAN JOURNAL OF EXPERIMENTAL AGRICULTURE	B4	
1557-458X	AMERICAN JOURNAL OF FOOD TECHNOLOGY	C	
0002-9483	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY	A1	
2158-2750	AMERICAN JOURNAL OF PLANT SCIENCES	B3	
1099-209X	AMERICAN JOURNAL OF POTATO RESEARCH	A4	
0275-2565	AMERICAN JOURNAL OF PRIMATOLOGY (PRINT)	A1	
2313-4410	AMERICAN SCIENTIFIC RESEARCH JOURNAL FOR ENGINEERING, TECHNOLOGY, AND SCIENCES	C	
2313-4402	AMERICAN SCIENTIFIC RESEARCH JOURNAL FOR ENGINEERING, TECHNOLOGY, AND SCIENCES (ASRJETS)	C	
1990-4053	AMERICAN-EURASIAN JOURNAL OF AGRICULTURAL & ENVIRONMENTAL SCIENCES (ONLINE)	B4	
2107-0806	AMERIKA. MÉMOIRES, IDENTITÉS, TERRITOIRES	B2	
0939-4451	AMINO ACIDS (WIEN. PRINT)	A2	
1806-4841	ANAIS BRASILEIROS DE DERMATOLOGIA (ONLINE)	B2	
0001-3765	ANAIS DA ACADEMIA BRASILEIRA DE CIÊNCIAS (IMPRESSO)	A2	
1678-2690	ANAIS DA ACADEMIA BRASILEIRA DE CIÊNCIAS (ONLINE)	A2	
1980-0258	ANAIS DA ACADEMIA PERNAMBUCANA DE CIÊNCIA AGRONÔMICA	B4	
2448-2811	ANAIS DA ACADEMIA PERNAMBUCANA DE CIÊNCIA AGRONÔMICA	B4	
2447-8830	ANAIS JORNADA DE ENGENHARIA DE PRODUÇÃO	B4	
1138-3399	ANALES DE BIOLOGIA	B4	
0102-9924	ANÁLISE ECONÔMICA (UFRGS)	A3	
0003-2654	ANALYST (LONDON. 1877. PRINT)	A1	
1364-5528	ANALYST (ONLINE)	A1	
1873-4324	ANALYTICA CHIMICA ACTA (ONLINE)	A1	
0003-2670	ANALYTICA CHIMICA ACTA (PRINT)	A1	
1618-2650	ANALYTICAL AND BIOANALYTICAL CHEMISTRY (ONLINE)	A2	
1618-2642	ANALYTICAL AND BIOANALYTICAL CHEMISTRY (PRINT)	A2	
0003-2700	ANALYTICAL CHEMISTRY (WASHINGTON)	A1	
0003-2719	ANALYTICAL LETTERS	B1	
1532-236X	ANALYTICAL LETTERS	B1	
1759-9660	ANALYTICAL METHODS	A1	
1759-9679	ANALYTICAL METHODS	A1	
0340-2096	ANATOMIA, HISTOLOGIA, EMBRYOLOGIA	A4	
0956-5361	ANCIENT MESOAMERICA (PRINT)	A3	
1433-7851	ANGEWANDTE CHEMIE (INTERNATIONAL ED. PRINT)	A1	
2328-5842	ANIMAL AND VETERINARY SCIENCES	C	
1532-2378	ANIMAL BIOTECHNOLOGY	A4	
1751-732X	ANIMAL (CAMBRIDGE. ONLINE)	A1	
1751-7311	ANIMAL (CAMBRIDGE. PRINT)	A1	
1367-9430	ANIMAL CONSERVATION (PRINT)	A1	
1873-2216	ANIMAL FEED SCIENCE AND TECHNOLOGY	A1	
0377-8401	ANIMAL FEED SCIENCE AND TECHNOLOGY (PRINT)	A1	
2405-6545	ANIMAL NUTRITION	A1	
1836-5787	ANIMAL PRODUCTION SCIENCE	A2	
1836-0939	ANIMAL PRODUCTION SCIENCE (PRINT)	A2	
1984-3143	ANIMAL REPRODUCTION	A2	
0378-4320	ANIMAL REPRODUCTION SCIENCE (PRINT)	A2	
1344-3941	ANIMAL SCIENCE JOURNAL	A3	
2076-2615	ANIMALS	A1	
0037-9271	ANNALES DE LA SOCIÉTÉ ENTOMOLOGIQUE DE FRANCE	B1	
0003-4541	ANNALES ZOOLOGICI	B1	
0373-3114	ANNALI DI MATEMATICA PURA ED APPLICATA	A2	
1898-2263	ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE	B1	
2300-8733	ANNALS OF ANIMAL SCIENCE	A1	
0003-4746	ANNALS OF APPLIED BIOLOGY	A2	
0305-7364	ANNALS OF BOTANY (PRINT)	A1	
1844-8135	ANNALS OF FOREST RESEARCH	A3	
1286-4560	ANNALS OF FOREST SCIENCE (PRINT)	A2	
2008-8752	ANNALS OF FUNCTIONAL ANALYSIS	A4	
2573-105X	ANNALS OF MARINE BIOLOGY AND RESEARCH	C	
1590-4261	ANNALS OF MICROBIOLOGY	B1	
1869-2044	ANNALS OF MICROBIOLOGY	B1	
0250-6807	ANNALS OF NUTRITION & METABOLISM	A3	
0254-5330	ANNALS OF OPERATION RESEARCH	A2	
2299-0631	ANNALS OF PARASITOLOGY	A4	
2284-354X	ANNALS OF SILVICULTURAL RESEARCH	A4	
0013-8746	ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA	A2	
0026-6493	ANNALS OF THE MISSOURI BOTANICAL GARDEN	A2	
0084-7747	ANNUAL REPORT OF THE BEAN IMPROVEMENT COOPERATIVE	B4	
2347-565X	ANNUAL RESEARCH & REVIEW IN BIOLOGY	B3	
0066-4170	ANNUAL REVIEW OF ENTOMOLOGY (PRINT)	A1	
0066-4227	ANNUAL REVIEW OF MICROBIOLOGY (PRINT)	A1	
0066-4286	ANNUAL REVIEW OF PHYTOPATHOLOGY (PRINT)	A1	
2327-0578	ANNUAL REVIEW OF VIROLOGY	A1	
2079-6382	ANTIBIOTICS-BASEL	A3	
1871-5206	ANTI-CANCER AGENTS IN MEDICINAL CHEMISTRY	A2	
0959-4973	ANTI-CANCER DRUGS	A4	
2076-3921	ANTIOXIDANTS	B1	
1572-9699	ANTONIE VAN LEEUWENHOEK (DORDRECHT. ONLINE)	A4	
0003-6072	ANTONIE VAN LEEUWENHOEK (GEDRUKT)	A4	
2179-7331	ANTROPOLÍTICA: REVISTA CONTEMPORÂNEA DE ANTROPOLOGIA	A2	
0327-215X	ANUARIO	A1	
1982-3908	ANUÁRIO DO INSTITUTO DE GEOCIÊNCIAS (ONLINE)	B2	
0101-9759	ANUÁRIO DO INSTITUTO DE GEOCIÊNCIAS (UFRJ. IMPRESSO)	B2	
2203-4382	ANZMAGAZINE - MAGAZINE OF THE AUSTRALIAN AND NEW ZEALAND SOCIETY FOR MAGNETIC RESONANCE	C	
2041-2851	AOB PLANTS	A2	
0044-8435	APIDOLOGIE (CELLE)	A2	
1297-9678	APIDOLOGIE (ONLINE)	A2	
2168-0450	APPLICATIONS IN PLANT SCIENCES	A3	
2196-4351	APPLIED ADHESION SCIENCE	B1	
1098-5336	APPLIED AND ENVIRONMENTAL MICROBIOLOGY (ONLINE)	A1	
0099-2240	APPLIED AND ENVIRONMENTAL MICROBIOLOGY (PRINT)	A1	
1687-7675	APPLIED AND ENVIRONMENTAL SOIL SCIENCE	A4	
1687-7667	APPLIED AND ENVIRONMENTAL SOIL SCIENCE	A4	
0273-2289	APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY	A2	
1559-0291	APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY (ONLINE)	A2	
1535-6760	APPLIED BIOSAFETY	B3	
0926-860X	APPLIED CATALYSIS. A, GENERAL (PRINT)	A1	
0926-3373	APPLIED CATALYSIS. B, ENVIRONMENTAL (PRINT)	A1	
0169-1317	APPLIED CLAY SCIENCE (PRINT)	A1	
1785-0037	APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH	B2	
1589-1623	APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH (PRINT)	B2	
0306-2619	APPLIED ENERGY	A1	
0883-8542	APPLIED ENGINEERING IN AGRICULTURE	A4	
0003-6862	APPLIED ENTOMOLOGY AND ZOOLOGY	A4	
0883-2927	APPLIED GEOCHEMISTRY	A2	
0143-6228	APPLIED GEOGRAPHY (SEVENOAKS)	A1	
1866-9298	APPLIED GEOMATICS	A3	
0307-904X	APPLIED MATHEMATICAL MODELLING	A1	
2325-0399	APPLIED MATHEMATICS &AMP; INFORMATION SCIENCES	B1	
0096-3003	APPLIED MATHEMATICS AND COMPUTATION	A2	
1432-0614	APPLIED MICROBIOLOGY AND BIOTECHNOLOGY	A2	
0175-7598	APPLIED MICROBIOLOGY AND BIOTECHNOLOGY	A2	
0003-6935	APPLIED OPTICS	A3	
1559-128X	APPLIED OPTICS	A3	
0268-2605	APPLIED ORGANOMETALLIC CHEMISTRY	A2	
2638-8081	APPLIED PHYCOLOGY	C	
0003-6951	APPLIED PHYSICS LETTERS	A1	
2474-4980	APPLIED SCIENCE AND INNOVATIVE RESEARCH	C	
2076-3417	APPLIED SCIENCES	A3	
0929-1393	APPLIED SOIL ECOLOGY (PRINT)	A1	
0003-7028	APPLIED SPECTROSCOPY	A2	
0570-4928	APPLIED SPECTROSCOPY REVIEWS (SOFTCOVER ED.)	A1	
0169-4332	APPLIED SURFACE SCIENCE	A1	
1402-2001	APPLIED VEGETATION SCIENCE	A1	
1654-109X	APPLIED VEGETATION SCIENCE (ONLINE)	A1	
2190-5495	APPLIED WATER SCIENCE	A3	
0144-8609	AQUACULTURAL ENGINEERING	A2	
0044-8486	AQUACULTURE (AMSTERDAM)	A1	
1844-9166	AQUACULTURE, AQUARIUM, CONSERVATION & LEGISLATION	B2	
0967-6120	AQUACULTURE INTERNATIONAL	A2	
1573-143X	AQUACULTURE INTERNATIONAL	A2	
1353-5773	AQUACULTURE NUTRITION (PRINT)	A1	
2352-5134	AQUACULTURE REPORTS	A2	
1355-557X	AQUACULTURE RESEARCH	A1	
1365-2109	AQUACULTURE RESEARCH (ONLINE)	A1	
0304-3770	AQUATIC BOTANY	A2	
0165-0424	AQUATIC INSECTS (PRINT)	B3	
2168-9148	AQUATIC SCIENCE AND TECHNOLOGY	C	
0166-445X	AQUATIC TOXICOLOGY	A1	
1657-5997	AQUICHAN	A4	
2412-5407	ARAB JOURNAL OF PLANT PROTECTION (AJPP)	B4	
1878-5352	ARABIAN JOURNAL OF CHEMISTRY	A1	
1866-7511	ARABIAN JOURNAL OF GEOSCIENCES (PRINT)	A4	
2458-5920	ARABIAN JOURNAL OF MEDICINAL AND AROMATIC PLANTS	B4	
0103-5657	ARARAJUBA (RIO DE JANEIRO)	B3	
1935-5297	ARBORICULTURE & URBAN FORESTRY	A4	
1806-8774	ARBS. ANNUAL REVIEW OF BIOMEDICAL SCIENCES (ONLINE)	C	
1866-9557	ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES	A1	
0323-5408	ARCHIV FUR PHYTOPATHOLOGIE UND PFLANZENSCHUTZ	B2	
1432-072X	ARCHIVES IN MICROBIOLOGY	B1	
0365-0340	ARCHIVES OF AGRONOMY AND SOIL SCIENCE	A2	
1745-039X	ARCHIVES OF ANIMAL NUTRITION (PRINT)	A1	
0003-9861	ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS (PRINT)	A2	
1644-9665	ARCHIVES OF CIVIL AND MECHANICAL ENGINEERING	A1	
2575-9655	ARCHIVES OF CLINICAL AND MEDICAL CASE REPORTS	C	
2359-4292	ARCHIVES OF ENDOCRINOLOGY AND METABOLISM	B2	
1432-0703	ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY	A3	
0090-4341	ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY (PRINT)	A3	
2317-3009	ARCHIVES OF HEALTH INVESTIGATION	B3	
1520-6327	ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY	A3	
0739-4462	ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY	A3	
0302-8933	ARCHIVES OF MICROBIOLOGY	B1	
0003-9969	ARCHIVES OF ORAL BIOLOGY	A1	
1517-784X	ARCHIVES OF VETERINARY SCIENCE	B2	
0304-8608	ARCHIVES OF VIROLOGY	B1	
1068-2341	ARCHIVOS ANALÍTICOS DE POLÍTICAS EDUCATIVAS / EDUCATION POLICY ANALYSIS ARCHIVES	A1	
0004-0592	ARCHIVOS DE ZOOTECNIA	B2	
1885-4494	ARCHIVOS DE ZOOTECNIA	B2	
1022-1301	ARCHIVOS LATINOAMERICANOS DE PRODUCCIÓN ANIMAL	B4	
1984-7505	ARETÉ (MANAUS)	A1	
1532-4982	ARID LAND RESEARCH AND MANAGEMENT (PRINT)	A4	
1815-8242	ARNALDOA	B2	
1809-6298	ARQUITEXTOS (SÃO PAULO)	A3	
0102-0935	ARQUIVO BRASILEIRO DE MEDICINA VETERINÁRIA E ZOOTECNIA	B1	
1678-4162	ARQUIVO BRASILEIRO DE MEDICINA VETERINÁRIA E ZOOTECNIA (ONLINE)	B1	
1982-114X	ARQUIVOS DE CIÊNCIAS DA SAÚDE DA UNIPAR	B1	
0374-5686	ARQUIVOS DE CIÊNCIAS DO MAR	B3	
1982-1131	ARQUIVOS DE CIÊNCIAS VETERINÁRIAS E ZOOLOGIA DA UNIPAR	B4	
0020-3653	ARQUIVOS DO INSTITUTO BIOLÓGICO (IMPRESSO)	B4	
1808-1657	ARQUIVOS DO INSTITUTO BIOLÓGICO (ONLINE)	B4	
