ISSN	Titulo	Estrato	Classificação
1807-8656	ACTA SCIENTIARUM. HUMAN AND SOCIAL SCIENCES	A2	
1415-6814	ACTA SCIENTIARUM (HUMAN AND SOCIAL SCIENCES)	B2	
1679-7361	ACTA SCIENTIARUM. HUMAN AND SOCIAL SCIENCES (IMPRESSO)	A2	
1806-2563	ACTA SCIENTIARUM. TECHNOLOGY (IMPRESSO)	B2	
1807-8664	ACTA SCIENTIARUM. TECHNOLOGY (ONLINE)	B2	
1982-422X	ACTA TECNOLÓGICA	C	
0327-9286	ACTA TOXICOLÓGICA ARGENTINA	C	
1851-3743	ACTA TOXICOLÓGICA ARGENTINA (ONLINE)	C	
0001-706X	ACTA TROPICA	A2	
1981-5484	ACTA VETERINARIA BRASILICA	B1	
0065-1737	ACTA ZOOLÓGICA MEXICANA	B1	
0001-7272	ACTA ZOOLOGICA (STOCKHOLM)	A3	
2525-8923	ACTIO: DOCÊNCIA EM CIÊNCIAS	A3	
1476-7503	ACTION RESEARCH (LONDON. PRINT)	A3	
1570-8705	AD HOC NETWORKS	A1	
2238-2984	ADAPTA SHORT NOTES	B4	
2316-7548	ADMINISTRAÇÃO DE EMPRESAS EM REVISTA	A1	
2358-0917	ADMINISTRAÇÃO: ENSINO E PESQUISA (RAEP)	A3	
2175-5787	ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL	A3	
2237-5139	ADM.MADE	A4	
0929-5607	ADSORPTION (BOSTON)	A2	
2055-0340	ADVANCED MANUFACTURING: POLYMER & COMPOSITES SCIENCE	A3	
1662-8985	ADVANCED MATERIALS RESEARCH (ONLINE)	C	
2251-7308	ADVANCED PHARMACEUTICAL BULLETIN	A2	
2164-6627	ADVANCED SCIENCE, ENGINEERING AND MEDICINE	B2	
0065-2113	ADVANCES IN AGRONOMY	A1	
2163-2839	ADVANCES IN ANALYTICAL CHEMISTRY	C	
1743-6753	ADVANCES IN APPLIED CERAMICS (PRINT)	A3	
2156-8456	ADVANCES IN BIOSCIENCE AND BIOTECHNOLOGY (IMPRESSO)	B3	
2357-8181	ADVANCES IN FORESTRY SCIENCE	B4	
1680-7340	ADVANCES IN GEOSCIENCES (PRINT)	B1	
0394-6169	ADVANCES IN HORTICULTURAL SCIENCE	B3	
1687-9309	ADVANCES IN METEOROLOGY	A4	
2165-3410	ADVANCES IN MICROBIOLOGY	B3	
2165-3402	ADVANCES IN MICROBIOLOGY	B3	
2156-5376	ADVANCES IN NUTRITION	A1	
2687-8089	ADVANCES IN OCEANOGRAPHY & MARINE BIOLOGY (AOMB)	C	
1674-9928	ADVANCES IN POLAR SCIENCE	B4	
2169-2688	ADVANCES IN REMOTE SENSING	C	
2348-0394	ADVANCES IN RESEARCH	B2	
0273-1177	ADVANCES IN SPACE RESEARCH	A2	
0309-1708	ADVANCES IN WATER RESOURCES	A1	
0393-5965	AEROBIOLOGIA (BOLOGNA)	A2	
1680-8584	AEROSOL AND AIR QUALITY RESEARCH	A2	
0278-6826	AEROSOL SCIENCE AND TECHNOLOGY (PRINT)	A3	
1021-3589	AFRICAN ENTOMOLOGY	B2	
1991-637X	AFRICAN JOURNAL OF AGRICULTURAL RESEARCH	B3	
1684-5315	AFRICAN JOURNAL OF BIOTECHNOLOGY	B3	
1996-0794	AFRICAN JOURNAL OF FOOD SCIENCE	B1	
1996-0808	AFRICAN JOURNAL OF MICROBIOLOGY RESEARCH	B3	
1996-0816	AFRICAN JOURNAL OF PHARMACY AND PHARMACOLOGY	B4	
1996-0824	AFRICAN JOURNAL OF PLANT SCIENCE	B4	
1981-1411	AFROASIA	A1	
1981-9862	AGENDA SOCIAL (UENF)	B3	
2152-5250	AGING AND DISEASE	A1	
1474-9718	AGING CELL (PRINT)	A1	
1982-6737	ÁGORA (UNISC. ONLINE)	A4	
2674-6476	AGRARIAE LIBER	C	
2357-9951	AGRARIAN ACADEMY	B4	
1984-252X	AGRARIAN (DOURADOS. IMPRESSO)	B4	
1984-2538	AGRARIAN (DOURADOS. ONLINE)	B4	
1414-0810	AGRICULTURA FAMILIAR (UFPA)	B2	
1461-9555	AGRICULTURAL AND FOREST ENTOMOLOGY (PRINT)	A2	
0168-1923	AGRICULTURAL AND FOREST METEOROLOGY (PRINT)	A1	
2083-1587	AGRICULTURAL ENGINEERING	A4	
1682-1130	AGRICULTURAL ENGINEERING INTERNATIONAL: CIGR JOURNAL	B2	
2471-6774	AGRICULTURAL RESEARCH AND TECHNOLOGY: OPEN ACCESS JOURNAL	B4	
2156-8553	AGRICULTURAL SCIENCES	B3	
0308-521X	AGRICULTURAL SYSTEMS	A1	
0378-3774	AGRICULTURAL WATER MANAGEMENT (PRINT)	A1	
2077-0472	AGRICULTURE	A3	
1800-9492	AGRICULTURE AND FORESTRY	B4	
0167-8809	AGRICULTURE, ECOSYSTEMS & ENVIRONMENT (PRINT)	A1	
1166-7699	AGRICULTURES (MONTROUGE) / CAHIERS D'ÉTUDES ET DE RECHERCHES FRANCOPHONES	A2	
2236-6830	AGRIWORLD	B4	
1316-0354	AGROALIMENTARIA (CARACAS)	A4	
0100-4298	AGROANALYSIS (FGV)	B4	
2301-1548	AGROCIENCIA URUGUAY	B4	
2168-3565	AGROECOLOGY AND SUSTAINABLE FOOD SYSTEMS (PRINT)	A2	
2168-3573	AGROECOLOGY AND SUSTENTAINABLE FOOD SYSTEMS	A2	
2525-6920	AGROFORESTALIS NEWS	C	
1572-9680	AGROFORESTRY SYSTEMS	A2	
0167-4366	AGROFORESTRY SYSTEMS (PRINT)	A2	
1982-8470	AGRO@MBIENTE ON-LINE	B4	
2526-7043	AGROMETEOROS	B4	
2357-3732	AGRONOMÍA COLOMBIANA	B3	
2073-4395	AGRONOMY	A2	
1774-0746	AGRONOMY FOR SUSTAINABLE DEVELOPMENT	A1	
1435-0645	AGRONOMY JOURNAL (ONLINE)	A2	
0002-1962	AGRONOMY JOURNAL (PRINT)	A2	
1406-894X	AGRONOMY RESEARCH	B1	
0103-0779	AGROPECUÁRIA CATARINENSE	B4	
1808-6845	AGROPECUÁRIA CIENTÍFICA NO SEMI-ÁRIDO	B4	
0100-7467	AGROPECUÁRIA TÉCNICA (UFPB)	B4	
2525-8990	AGROTEC - REVISTA AGROPECUARIA TECNICA (ONLINE)	B4	
0103-3816	AGROTRÓPICA (ITABUNA)	B4	
2340-8472	AGUA Y TERRITORIO	A4	
2340-7743	AGUA Y TERRITORIO	A4	
2179-9784	ÁGUAS SUBTERRÂNEAS	B3	
0101-7004	ÁGUAS SUBTERRÂNEAS (SÃO PAULO)	B3	
0001-1541	AICHE JOURNAL	A1	
0269-9370	AIDS (LONDON)	A1	
2471-2086	AIMS AGRICULTURE AND FOOD	B1	
2372-0352	AIMS ENVIRONMENTAL SCIENCE	B4	
1873-9326	AIR QUALITY, ATMOSPHERE & HEALTH (ONLINE)	A2	
1873-9318	AIR QUALITY, ATMOSPHERE AND HEALTH	A2	
1413-2591	ALCANCE (UNIVALI) (CESSOU EM 2007)	A4	
2175-7402	ALCEU (ONLINE)	B2	
0311-5518	ALCHERINGA (SYDNEY)	A4	
0741-8329	ALCOHOL (FAYETTEVILLE, N.Y.)	A2	
1982-5153	ALEXANDRIA (UFSC)	A2	
1226-2617	ALGAE	A2	
2211-9264	ALGAL RESEARCH	A1	
0971-4693	ALLELOPATHY JOURNAL	A4	
0301-0546	ALLERGOLOGIA ET IMMUNOPATHOLOGIA (ED. IMPRESA)	B1	
1710-1492	ALLERGY, ASTHMA, AND CLINICAL IMMUNOLOGY (ONLINE)	B1	
2182-7265	AL-MADAN ONLINE	B2	
2359-6651	ALMANAQUE MULTIDISCIPLINAR DE PESQUISA	B1	
2447-9837	ÁLTERA REVISTA DE ANTROPOLOGIA	A4	
1390-325X	ALTERIDAD: REVISTA DE CIENCIAS HUMANAS, SOCIALES Y EDUCACIÓN	A2	
1026-2253	ALTERNATIVES SUD	B2	
2317-5125	AMAZÔNIA - REVISTA DE EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICAS (ONLINE)	A2	
2322-6307	AMAZONIA INVESTIGA	B3	
2177-8760	AMAZONIAN JOURNAL OF AGRICULTURAL AND ENVIRONMENTAL SCIENCES / REVISTA DE CIÊNCIAS AGRÁRIAS	B4	
2594-5092	AMAZONIAN JOURNAL OF PLANT RESEARCH	B4	
1984-6215	AMAZÔNICA: REVISTA DE ANTROPOLOGIA (IMPRESSO)	A2	
2176-0675	AMAZÔNICA: REVISTA DE ANTROPOLOGIA (ONLINE)	A2	
1808-0251	AMBIÊNCIA	B4	
2175-9405	AMBIÊNCIA (ONLINE)	B4	
1984-9915	AMBIENTALE REVISTA DE PÓS-GRADUAÇÃO EM GESTÃO AMBIENTAL	B4	
1887-2417	AMBIENTALMENTE SUSTENTABLE	A4	
2386-4362	AMBIENTALMENTE SUSTENTABLE - REVISTA CIENTÍFICA GALEGO-LUSÓFONA DE EDUCACIÓN AMBIENTAL	A4	
1413-8638	AMBIENTE & EDUCAÇÃO	A3	
2238-5533	AMBIENTE & EDUCAÇÃO: REVISTA DE EDUCAÇÃO AMBIENTAL	A3	
1809-4422	AMBIENTE & SOCIEDADE (ONLINE)	A2	
1678-8621	AMBIENTE CONSTRUÍDO (ONLINE)	A3	
1414-753X	AMBIENTE E SOCIEDADE	A2	
2674-6816	AMBIENTES	A4	
0044-7447	AMBIO (OSLO)	A1	
2318-3888	AMBIVALÊNCIAS	B3	
0002-7014	AMEGHINIANA	A4	
0094-0496	AMERICAN ETHNOLOGIST	A2	
1557-4555	AMERICAN JOURNAL OF ANIMAL AND VETERINARY SCIENCES	B2	
2167-9495	AMERICAN JOURNAL OF CLIMATE CHANGE	B2	
2474-9265	AMERICAN JOURNAL OF EDUCATIONAL RESEARCH AND REVIEWS	C	
1941-7020	AMERICAN JOURNAL OF ENGINEERING AND APPLIED SCIENCES	C	
2166-4633	AMERICAN JOURNAL OF ENVIRONMENTAL ENGINEERING	C	
1553-345X	AMERICAN JOURNAL OF ENVIRONMENTAL SCIENCES	B1	
2348-9502	AMERICAN JOURNAL OF ETHNOMEDICINE	A4	
2231-0606	AMERICAN JOURNAL OF EXPERIMENTAL AGRICULTURE	B4	
2330-8796	AMERICAN JOURNAL OF HEALTH RESEARCH	C	
2317-126X	AMERICAN JOURNAL OF HYDROPOWER, WATER AND ENVIRONMENT SYSTEMS	C	
0002-9483	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY	A1	
0894-9115	AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION	A2	
2158-2750	AMERICAN JOURNAL OF PLANT SCIENCES	B3	
1098-2345	AMERICAN JOURNAL OF PRIMATOLOGY	A1	
0275-2565	AMERICAN JOURNAL OF PRIMATOLOGY (PRINT)	A1	
1476-1645	AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGINE	A3	
2313-4410	AMERICAN SCIENTIFIC RESEARCH JOURNAL FOR ENGINEERING, TECHNOLOGY, AND SCIENCES	C	
2313-4402	AMERICAN SCIENTIFIC RESEARCH JOURNAL FOR ENGINEERING, TECHNOLOGY, AND SCIENCES (ASRJETS)	C	
0173-5373	AMPHIBIA-REPTILIA	A4	
1075-9964	ANAEROBE (LONDON. PRINT)	A2	
0365-0596	ANAIS BRASILEIROS DE DERMATOLOGIA (IMPRESSO)	B2	
1806-4841	ANAIS BRASILEIROS DE DERMATOLOGIA (ONLINE)	B2	
2238-2925	ANAIS BRASILEIROS DE ESTUDOS TURÍSTICOS	A4	
2175-5752	ANAIS DA ... CONFERÊNCIA NACIONAL DOS ADVOGADOS	C	
0001-3765	ANAIS DA ACADEMIA BRASILEIRA DE CIÊNCIAS (IMPRESSO)	A2	
1678-2690	ANAIS DA ACADEMIA BRASILEIRA DE CIÊNCIAS (ONLINE)	A2	
2448-2811	ANAIS DA ACADEMIA PERNAMBUCANA DE CIÊNCIA AGRONÔMICA	B4	
1980-0258	ANAIS DA ACADEMIA PERNAMBUCANA DE CIÊNCIA AGRONÔMICA	B4	
0303-7762	ANAIS DO INSTITUTO DE HIGIENE E MEDICINA TROPICAL	B3	
1982-0267	ANAIS DO MUSEU PAULISTA	A1	
2526-186X	ANAIS I CONIDIS	B4	
1980-4563	ANAIS (SIMPÓSIO NACIONAL DE GEOGRAFIA AGRÁRIA ... SIMPÓSIO INTERNACIONAL DE GEOGRAFIA AGRÁRIA. CD-ROM)	B1	
2318-2148	ANAIS USO PÚBLICO EM UNIDADES DE CONSERVAÇÃO	B4	
1850-1168	ANALES AFA	B4	
1138-3399	ANALES DE BIOLOGIA	B4	
0102-9924	ANÁLISE ECONÔMICA (UFRGS)	A3	
1667-3055	ANALYTICA	C	
0003-2670	ANALYTICA CHIMICA ACTA (PRINT)	A1	
1677-3055	ANALYTICA (SÃO PAULO)	B3	
1618-2650	ANALYTICAL AND BIOANALYTICAL CHEMISTRY (ONLINE)	A2	
1618-2642	ANALYTICAL AND BIOANALYTICAL CHEMISTRY (PRINT)	A2	
2573-3729	ANALYTICAL AND BIOANALYTICAL TECHNIQUES (ONLINE)	C	
1759-9679	ANALYTICAL METHODS	A1	
1759-9660	ANALYTICAL METHODS	A1	
0910-6340	ANALYTICAL SCIENCES	B1	
2011-1258	ANAMNESIS REVISTA DE BIOÉTICA	C	
0340-2096	ANATOMIA, HISTOLOGIA, EMBRYOLOGIA	A4	
1439-0272	ANDROLOGIA	B2	
0303-4569	ANDROLOGIA (BERLIN)	B2	
2526-1940	ANIMA TERRA (ONLINE)	B4	
2328-5842	ANIMAL AND VETERINARY SCIENCES	C	
1578-665X	ANIMAL BIODIVERSITY AND CONSERVATION	A4	
1751-732X	ANIMAL (CAMBRIDGE. ONLINE)	A1	
1751-7311	ANIMAL (CAMBRIDGE. PRINT)	A1	
1435-9448	ANIMAL COGNITION (PRINT)	A2	
1367-9430	ANIMAL CONSERVATION (PRINT)	A1	
1836-0939	ANIMAL PRODUCTION SCIENCE (PRINT)	A2	
1984-3143	ANIMAL REPRODUCTION	A2	
0378-4320	ANIMAL REPRODUCTION SCIENCE (PRINT)	A2	
1344-3941	ANIMAL SCIENCE JOURNAL	A3	
0962-7286	ANIMAL WELFARE	A1	
2076-2615	ANIMALS	A1	
2175-4977	ANIMUS: REVISTA INTERAMERICANA DE COMUNICAÇÃO MIDIÁTICA	B1	
0003-3847	ANNALES BOTANICI FENNICI (PRINT)	B2	
0003-4088	ANNALES DE LIMNOLOGIE	B2	
1432-0576	ANNALES GEOPHYSICAE	A3	
0003-4541	ANNALES ZOOLOGICI	B1	
0003-4746	ANNALS OF APPLIED BIOLOGY	A2	
0305-7364	ANNALS OF BOTANY (PRINT)	A1	
1476-0711	ANNALS OF CLINICAL MICROBIOLOGY AND ANTIMICROBIALS	A3	
2475-9465	ANNALS OF COMMUNITY MEDICINE AND PRACTICE	B3	
1844-8135	ANNALS OF FOREST RESEARCH	A3	
1286-4560	ANNALS OF FOREST SCIENCE (PRINT)	A2	
0003-4800	ANNALS OF HUMAN GENETICS (PRINT)	B2	
2049-0801	ANNALS OF MEDICINE AND SURGERY	A4	
0306-4549	ANNALS OF NUCLEAR ENERGY	A2	
2299-0631	ANNALS OF PARASITOLOGY	A4	
0003-4916	ANNALS OF PHYSICS (PRINT)	A2	
2469-4452	ANNALS OF THE AMERICAN ASSOCIATION OF GEOGRAPHERS	A2	
0013-8746	ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA	A2	
0077-8923	ANNALS OF THE NEW YORK ACADEMY OF SCIENCES	A1	
0084-7747	ANNUAL REPORT OF THE BEAN IMPROVEMENT COOPERATIVE	B4	
2347-565X	ANNUAL RESEARCH & REVIEW IN BIOLOGY	B3	
2165-8110	ANNUAL REVIEW OF ANIMAL BIOSCIENCES	A1	
1543-5938	ANNUAL REVIEW OF ENVIRONMENT AND RESOURCES	A1	
0954-1020	ANTARCTIC SCIENCE (PRINT)	A3	
1984-4921	ANTARES: LETRAS E HUMANIDADES	B1	
2317-0824	ANTHESIS	C	
2184-8289	ANTHROPOCENICA	C	
2083-4594	ANTHROPOLOGICAL REVIEW	B1	
0892-7936	ANTHROZOOS (HANOVER)	A1	
2079-6382	ANTIBIOTICS-BASEL	A3	
1875-5992	ANTI-CANCER AGENTS IN MEDICINAL CHEMISTRY	A2	
0066-4804	ANTIMICROBIAL AGENTS AND CHEMOTHERAPY (PRINT)	A1	
2076-3921	ANTIOXIDANTS	B1	
1984-3356	ANTÍTESES (LONDRINA)	A1	
1572-9699	ANTONIE VAN LEEUWENHOEK (DORDRECHT. ONLINE)	A4	
0003-6072	ANTONIE VAN LEEUWENHOEK (GEDRUKT)	A4	
1414-7378	ANTROPOLÍTICA	A2	
2179-7331	ANTROPOLÍTICA: REVISTA CONTEMPORÂNEA DE ANTROPOLOGIA	A2	
2521-7615	ANTROPOLOGÍA AMERICANA	B1	
0870-0990	ANTROPOLOGIA PORTUGUESA	B1	
0719-5532	ANTROPOLOGÍAS DEL SUR (ONLINE)	A2	
0102-4302	ANUÁRIO ANTROPOLÓGICO	A2	
2357-738X	ANUÁRIO ANTROPOLÓGICO	A2	
1982-3908	ANUÁRIO DO INSTITUTO DE GEOCIÊNCIAS (ONLINE)	B2	
0101-9759	ANUÁRIO DO INSTITUTO DE GEOCIÊNCIAS (UFRJ. IMPRESSO)	B2	
2041-2851	AOB PLANTS	A2	
2184-7436	APEDUC REVISTA - INVESTIGAÇÃO E PRÁTICAS EM EDUCAÇÃO EM CIÊNCIAS, MATEMÁTICA E TECNOLOGIA	B1	
0044-8435	APIDOLOGIE (CELLE)	A2	
1297-9678	APIDOLOGIE (ONLINE)	A2	
0003-682X	APPLIED ACOUSTICS	A2	
0099-2240	APPLIED AND ENVIRONMENTAL MICROBIOLOGY (PRINT)	A1	
0168-1591	APPLIED ANIMAL BEHAVIOUR SCIENCE (PRINT)	A1	
0883-9514	APPLIED ARTIFICIAL INTELLIGENCE	B2	
0273-2289	APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY	A2	
0926-860X	APPLIED CATALYSIS. A, GENERAL (PRINT)	A1	
0926-3373	APPLIED CATALYSIS. B, ENVIRONMENTAL (PRINT)	A1	
0169-1317	APPLIED CLAY SCIENCE (PRINT)	A1	
1785-0037	APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH	B2	
1589-1623	APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH (PRINT)	B2	
0003-6846	APPLIED ECONOMICS (PRINT)	A1	
0306-2619	APPLIED ENERGY	A1	
0003-6862	APPLIED ENTOMOLOGY AND ZOOLOGY	A4	
0883-2927	APPLIED GEOCHEMISTRY	A2	
0143-6228	APPLIED GEOGRAPHY (SEVENOAKS)	A1	
1866-9298	APPLIED GEOMATICS	A3	
0307-904X	APPLIED MATHEMATICAL MODELLING	A1	
0175-7598	APPLIED MICROBIOLOGY AND BIOTECHNOLOGY	A2	
2364-8228	APPLIED NETWORK SCIENCE	A3	
1559-128X	APPLIED OPTICS	A3	
0003-6951	APPLIED PHYSICS LETTERS	A1	
0969-8043	APPLIED RADIATION AND ISOTOPES	A2	
2076-3417	APPLIED SCIENCES	A3	
1568-4946	APPLIED SOFT COMPUTING (PRINT)	A1	
0929-1393	APPLIED SOIL ECOLOGY (PRINT)	A1	
1874-463X	APPLIED SPATIAL ANALYSIS AND POLICY	A3	
0169-4332	APPLIED SURFACE SCIENCE	A1	
1359-4311	APPLIED THERMAL ENGINEERING	A1	
2448-3524	APPLIED TOURISM	B3	
1402-2001	APPLIED VEGETATION SCIENCE	A1	
1654-109X	APPLIED VEGETATION SCIENCE (ONLINE)	A1	
2190-5495	APPLIED WATER SCIENCE	A3	
2576-9162	APPROACHES IN POULTRY, DAIRY & VETERINARY SCIENCES	C	
2238-3905	APRENDIZAGEM SIGNIFICATIVA EM REVISTA	B1	
0144-8609	AQUACULTURAL ENGINEERING	A2	
2378-3184	AQUACULTURE & MARINE BIOLOGY	C	
0044-8486	AQUACULTURE (AMSTERDAM)	A1	
1869-7534	AQUACULTURE ENVIRONMENT INTERACTIONS	A3	
0967-6120	AQUACULTURE INTERNATIONAL	A2	
1573-143X	AQUACULTURE INTERNATIONAL	A2	
1365-2095	AQUACULTURE NUTRITION (ONLINE)	A1	
1353-5773	AQUACULTURE NUTRITION (PRINT)	A1	
2352-5134	AQUACULTURE REPORTS	A2	
1355-557X	AQUACULTURE RESEARCH	A1	
1365-2109	AQUACULTURE RESEARCH (ONLINE)	A1	
1864-7782	AQUATIC BIOLOGY (PRINT)	A4	
0304-3770	AQUATIC BOTANY	A2	
1099-0755	AQUATIC CONSERVATION (ONLINE)	A2	
1052-7613	AQUATIC CONSERVATION (PRINT)	A2	
1573-5125	AQUATIC ECOLOGY (DORDRECHT. ONLINE)	A2	
1386-2588	AQUATIC ECOLOGY (PRINT)	A2	
0165-0424	AQUATIC INSECTS (PRINT)	B3	
1818-5487	AQUATIC INVASIONS	A3	
0990-7440	AQUATIC LIVING RESOURCES	B1	
0167-5427	AQUATIC MAMMALS	B1	
1015-1621	AQUATIC SCIENCES (PRINTED ED.)	A2	
0166-445X	AQUATIC TOXICOLOGY	A1	
1414-8846	AQUILA (RIO DE JANEIRO)	B3	
2193-567X	ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING (IMPRESSO)	A2	
1878-5352	ARABIAN JOURNAL OF CHEMISTRY	A1	
2421-2091	ARACHNIDA - RIVISTA ARACNOLOGICA ITALIANA	C	
0103-5657	ARARAJUBA (RIO DE JANEIRO)	B3	
1132-6891	ARCHAEOFAUNA	B2	
1866-9557	ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES	A1	
2331-1967	ARCHAEOLOGICAL DISCOVERY	C	
1555-8622	ARCHAEOLOGIES	B1	
0003-813X	ARCHAEOMETRY (OXFORD)	A1	
1886-4805	ARCHITECTURE, CITY AND ENVIRONMENT	B1	
2674-6832	ARCHIVES IN BIOSCIENCES & HEALTH	B4	
1432-072X	ARCHIVES IN MICROBIOLOGY	B1	
0365-0340	ARCHIVES OF AGRONOMY AND SOIL SCIENCE	A2	
