ISSN	Titulo	Estrato	Classificação
1350-4851	APPLIED ECONOMICS LETTERS (PRINT)	A2	
1466-4283	APPLIED ECONOMICS (ONLINE)	A1	
0003-6846	APPLIED ECONOMICS (PRINT)	A1	
0306-2619	APPLIED ENERGY	A1	
1350-486X	APPLIED MATHEMATICAL FINANCE	A3	
0096-3003	APPLIED MATHEMATICS AND COMPUTATION	A2	
1568-4946	APPLIED SOFT COMPUTING (PRINT)	A1	
1874-463X	APPLIED SPATIAL ANALYSIS AND POLICY	A3	
0035-9254	APPLIED STATISTICS (PRINT)	A2	
1524-1904	APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY (PRINT)	A4	
2596-3317	APS EM REVISTA	B4	
0252-1865	APUNTES, REVISTA DE CIENCIAS SOCIALES	B1	
1643-8698	ARCHIVES OF BUDO	A3	
0003-9969	ARCHIVES OF ORAL BIOLOGY	A1	
1879-1506	ARCHIVES OF ORAL BIOLOGY	A1	
1068-2341	ARCHIVOS ANALÍTICOS DE POLÍTICAS EDUCATIVAS / EDUCATION POLICY ANALYSIS ARCHIVES	A1	
2379-2957	AREA DEVELOPMENT AND POLICY	A3	
1679-6497	ARGUMENTOS (CHAPECÓ)	B2	
2527-2551	ARGUMENTOS- REVISTA DO DEPARTAMENTO DE CIÊNCIAS SOCIAIS DA UNIMONTES	B1	
1806-5627	ARGUMENTOS (UNIMONTES)	B1	
1677-809X	ARGUMENTUM	B3	
2176-9575	ARGUMENTUM (VITÓRIA)	A1	
1809-6298	ARQUITEXTOS (SÃO PAULO)	A3	
0066-782X	ARQUIVOS BRASILEIROS DE CARDIOLOGIA (IMPRESSO)	B2	
0374-5686	ARQUIVOS DE CIÊNCIAS DO MAR	B3	
1678-4219	ARQUIVOS DE GASTROENTEROLOGIA (ONLINE)	B2	
2318-5422	ARQUIVOS DO CMD	B4	
0160-564X	ARTIFICIAL ORGANS	A4	
2674-8061	ARTIGOS GIFE	B4	
2313-8343	ASIAN DEVELOPMENT POLICY REVIEW	A4	
1863-8171	ASTA. ADVANCES IN STATISTICAL ANALYSIS (PRINT)	A4	
2357-7614	ATAS DE SAÚDE AMBIENTAL	B2	
2174-3835	ATLANTIC REVIEW OF ECONOMICS	B2	
1352-2310	ATMOSPHERIC ENVIRONMENT	A1	
2237-826X	ATOZ: NOVAS PRÁTICAS EM INFORMAÇÃO E CONHECIMENTO	A4	
2526-8031	ATURÁ - REVISTA PAN-AMAZÔNICA DE COMUNICAÇÃO	B2	
2238-6912	AUSTRAL - BRAZILIAN JOURNAL OF STRATEGY & INTERNATIONAL RELATIONS	B1	
2238-6262	AUSTRAL: REVISTA BRASILEIRA DE ESTRATÉGIA E RELAÇÕES INTERNACIONAIS	B1	
1364-985X	AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS (PRINT)	A2	
1991-8178	AUSTRALIAN JOURNAL OF BASIC AND APPLIED SCIENCES	B4	
0313-6647	AUSTRALIAN JOURNAL OF PUBLIC ADMINISTRATION	A2	
2090-0422	AUTOIMMUNE DISEASES	A3	
0891-6934	AUTOIMMUNITY (AMSTERDAM. PRINT)	B2	
1982-5765	AVALIAÇÃO: REVISTA DA AVALIAÇÃO DA EDUCAÇÃO SUPERIOR	A1	
1414-4077	AVALIAÇÃO: REVISTA DA AVALIAÇÃO DA EDUCAÇÃO SUPERIOR	A1	
0103-8117	BAHIA ANALISE & DADOS	B3	
1807-7692	BAR. BRAZILIAN ADMINISTRATION REVIEW	A2	
1984-8196	BASE - REVISTA DE ADMINISTRAÇÃO E CONTABILIDADE DA UNISINOS	A3	
1807-054X	BASE (UNISINOS)	A3	
1808-2386	BBR. BRAZILIAN BUSINESS REVIEW	A2	
1807-734X	BBR. BRAZILIAN BUSINESS REVIEW (EDIÇÃO EM PORTUGUÊS. ONLINE)	A2	
0144-929X	BEHAVIOUR & INFORMATION TECHNOLOGY	A1	
1369-703X	BIOCHEMICAL ENGINEERING JOURNAL	A1	
1759-7269	BIOFUELS	A4	
1932-1031	BIOFUELS, BIOPRODUCTS AND BIOREFINING	A2	
1437-4315	BIOLOGICAL CHEMISTRTY	A2	
0717-6287	BIOLOGICAL RESEARCH (ONLINE)	A1	
0961-9534	BIOMASS & BIOENERGY	A1	
2314-6133	BIOMED RESEARCH INTERNATIONAL	A3	
2574-1241	BIOMEDICAL JOURNAL OF SCIENTIFIC & TECHNICAL RESEARCH	C	
0323-3847	BIOMETRICAL JOURNAL (1977)	A3	
0006-3606	BIOTROPICA (LAWRENCE, KS)	A2	
1471-230X	BMC GASTROENTEROLOGY (ONLINE)	B1	
1471-2334	BMC INFECTIOUS DISEASES (ONLINE)	A3	
1471-2288	BMC MEDICAL RESEARCH METHODOLOGY (ONLINE)	A1	
1471-2431	BMC PEDIATRICS (ONLINE)	A1	
1471-2393	BMC PREGNANCY AND CHILDBIRTH (ONLINE)	A1	
1471-244X	BMC PSYCHIATRY (ONLINE)	A2	
1471-2458	BMC PUBLIC HEALTH (ONLINE)	A1	
2059-7908	BMJ GLOBAL HEALTH	A3	
2044-6055	BMJ OPEN	A1	
1676-4781	BOLETIM CIENTÍFICO DA ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO DA UNIÃO	B4	
1983-1072	BOLETIM DA SOCIEDADE BRASILEIRA DE ECONOMIA ECOLÓGICA	B3	
2237-6208	BOLETIM DE ANÁLISE POLÍTICO-INSTITUCIONAL	B2	
2176-9915	BOLETIM DE ECONOMIA E POLÍTICA INTERNACIONAL (IPEA)	A3	
2176-4786	BOLETIM DE GEOGRAFIA (ONLINE)	A2	
2675-3391	BOLETIM ECONOMIA EMPÍRICA	B3	
1984-8501	BOLETIM GOIANO DE GEOGRAFIA (ONLINE)	A2	
0102-549X	BOLETIM TÉCNICO DO SENAC	A4	
2448-1483	BOLETIM TÉCNICO DO SENAC (ONLINE)	A4	
0326-7857	BOLETÍN DE MEDIO AMBIENTE Y URBANIZACIÓN	B2	
2357-7681	BPC PAPERS	B4	
2675-1712	BRASILIAN JOURNAL OF  AGROECOLOGY AND SUSTAINABILITY	C	
2595-3621	BRAZILIAN APPLIED SCIENCE REVIEW	C	
1678-4324	BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY (ONLINE)	A4	
1806-4760	BRAZILIAN DENTAL JOURNAL	A2	
2595-573X	BRAZILIAN JOURNAL OF ANIMAL AND ENVIRONMENTAL RESEARCH	B4	
1519-6984	BRAZILIAN JOURNAL OF BIOLOGY (IMPRESSO)	A3	
2596-1934	BRAZILIAN JOURNAL OF BUSINESS	C	
2525-8761	BRAZILIAN JOURNAL OF DEVELOPMENT	C	
2317-4889	BRAZILIAN JOURNAL OF GEOLOGY	A2	
1981-1640	BRAZILIAN JOURNAL OF INFORMATION SCIENCE	A4	
2237-7743	BRAZILIAN JOURNAL OF INTERNATIONAL RELATIONS	A4	
1414-431X	BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH	A3	
2237-8960	BRAZILIAN JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT	B3	
1808-8694	BRAZILIAN JOURNAL OF OTORHINOLARYNGOLOGY (IMPRESSO)	A3	
1984-8250	BRAZILIAN JOURNAL OF PHARMACEUTICAL SCIENCES	B1	
2175-9790	BRAZILIAN JOURNAL OF PHARMACEUTICAL SCIENCES (ONLINE)	B1	
0103-9733	BRAZILIAN JOURNAL OF PHYSICS (IMPRESSO)	A3	
0103-0752	BRAZILIAN JOURNAL OF PROBABILITY AND STATISTICS	B1	
2595-5748	BRAZILIAN JOURNAL OF TECHNOLOGY	C	
2446-8509	BRAZILIAN KEYNESIAN REVIEW	A4	
1981-3821	BRAZILIAN POLITICAL SCIENCE REVIEW	A1	
1980-2447	BRAZILIAN REVIEW OF ECONOMETRICS	A4	
0007-0912	BRITISH JOURNAL OF ANAESTHESIA	A1	
1359-107X	BRITISH JOURNAL OF HEALTH PSYCHOLOGY	A1	
1310-0351	BULGARIAN JOURNAL OF AGRICULTURAL SCIENCE	B1	
0007-4497	BULLETIN DES SCIENCES MATHÉMATIQUES (PARIS. 1885)	A3	
0307-3378	BULLETIN OF ECONOMIC RESEARCH (PRINT)	A3	
1732-4254	BULLETIN OF GEOGRAPHY. SOCIO-ECONOMIC SERIES	A1	
0261-3050	BULLETIN OF LATIN AMERICAN RESEARCH	A3	
0973-5747	BULLETIN OF POLITICAL ECONOMY	B3	
2374-5924	BUSINESS AND MANAGEMENT STUDIES	A4	
2047-7031	BUSINESS MANAGEMENT DYNAMICS	C	
0964-4733	BUSINESS STRATEGY AND THE ENVIRONMENT	A1	
1983-8239	CADERNO CRH (ONLINE)	A1	
0103-4979	CADERNO CRH (UFBA. IMPRESSO)	A1	
1516-1803	CADERNO DE ADMINISTRAÇÃO (UEM)	B2	
2674-9394	CADERNO DE DISSERTAÇÕES MESTRADO DE ARQUITETURA E URBANISMO	C	
2318-2962	CADERNO DE GEOGRAFIA	A1	
2527-1946	CADERNO DE PESQUISA NEPP	A4	
2179-1376	CADERNO DE RELAÇÕES INTERNACIONAIS	B3	
1981-3759	CADERNO VIRTUAL (INSTITUTO BRASILIENSE DE DIREITO PÚBLICO)	B2	
1519-0951	CADERNOS ADENAUER (SÃO PAULO)	A3	
1980-2099	CADERNOS CEMARX	B2	
2237-9983	CADERNOS CENPEC	A4	
2238-118X	CADERNOS CEPEC	B2	
2594-3707	CADERNOS DA ASSOCIAÇÃO BRASILEIRA DE ENSINO DE CIÊNCIAS SOCIAIS	B2	
2236-7934	CADERNOS DE AGROECOLOGIA	B1	
2316-1752	CADERNOS DE ARQUITETURA E URBANISMO (ONLINE)	B1	
2359-2419	CADERNOS DE CAMPO: REVISTA DE CIÊNCIAS SOCIAIS	B3	
1415-0689	CADERNOS DE CAMPO (UNESP)	B3	
0104-1096	CADERNOS DE CIÊNCIA & TECNOLOGIA	A4	
2358-1212	CADERNOS DE CIÊNCIAS SOCIAIS APLICADAS (ONLINE)	B4	
1808-3102	CADERNOS DE CIÊNCIAS SOCIAIS APLICADAS (UESB)	B4	
2316-882X	CADERNOS DE COMUNICAÇÃO (ONLINE)	B2	
2340-860X	CADERNOS DE DEREITO ACTUAL (IMPRESSO)	A1	
2386-5229	CADERNOS DE DEREITO ACTUAL (ONLINE)	A1	
2175-0165	CADERNOS DE ECONOMIA (CHAPECÓ. ONLINE)	B4	
2318-9800	CADERNOS DE FILOSOFIA ALEMÃ: CRÍTICA E MODERNIDADE	A2	
1806-8944	CADERNOS DE FINANÇAS PÚBLICAS	B3	
2318-9231	CADERNOS DE GESTÃO E EMPREENDEDORISMO	B3	
2447-651X	CADERNOS DE INOVAÇÃO EM PEQUENOS NEGÓCIOS: SERVIÇOS	C	
0100-1574	CADERNOS DE PESQUISA (FUNDAÇÃO CARLOS CHAGAS. IMPRESSO)	A1	
1980-5314	CADERNOS DE PESQUISA (FUNDAÇÃO CARLOS CHAGAS. ONLINE)	A1	
0102-4175	CADERNOS DE PESQUISA (UFMA)	A3	
1809-4120	CADERNOS DE PÓS GRADUAÇÃO EM ARQUITETURA E URBANISMO (MACKENZIE. ONLINE)	A3	
2317-0026	CADERNOS DE PROSPECÇÃO	B2	
1983-1358	CADERNOS DE PROSPECÇÃO	B2	
2674-8894	CADERNOS DE RELAÇÕES INTERNACIONAIS E DEFESA	B3	
1678-4464	CADERNOS DE SAÚDE PÚBLICA	A1	
0102-311X	CADERNOS DE SAÚDE PÚBLICA (ENSP. IMPRESSO)	A1	
2447-861X	CADERNOS DO CEAS	A4	
2447-7532	CADERNOS DO DESENVOLVIMENTO	A3	
1809-8606	CADERNOS DO DESENVOLVIMENTO	A3	
1413-9022	CADERNOS DO IME. SÉRIE ESTATÍSTICA	C	
1679-3951	CADERNOS EBAPE. BR	A2	
0104-7078	CADERNOS ENAP	B2	
2236-5710	CADERNOS GESTÃO PÚBLICA E CIDADANIA	A3	
2236-9996	CADERNOS METRÓPOLE	A1	
1517-2422	CADERNOS METRÓPOLE (PUCSP)	A1	
2236-4099	CADERNOS ZIGMUNT BAUMAN	B4	
0154-8344	CAHIERS D'ÉCONOMIE POLITIQUE	B2	
1844-5292	CALITATEA VIEŢII	B3	
0309-166X	CAMBRIDGE JOURNAL OF ECONOMICS	A1	
2175-4217	CAMINE: CAMINHOS DA EDUCAÇÃO	B1	
1678-6343	CAMINHOS DE GEOGRAFIA (UFU)	A1	
1809-6271	CAMPO - TERRITÓRIO	A2	
0825-0383	CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES	A3	
0008-4085	CANADIAN JOURNAL OF ECONOMICS	A2	
1677-7794	CANTAREIRA (UFF)	B1	
2177-4153	CAPITAL CIENTÍFICO	B1	
1045-5752	CAPITALISM, NATURE, SOCIALISM: A JOURNAL OF SOCIALIST ECOLOGY	A2	
0144-8617	CARBOHYDRATE POLYMERS	A1	
0008-6223	CARBON (NEW YORK)	A1	
0101-5532	CARTA CEPRO	C	
1517-7262	CARTA DE CONJUNTURA FEE (ED. EM PORTUGUÊS. IMPRESSO)	B4	
2526-9038	CARTA INTERNACIONAL	A2	
1413-0904	CARTA INTERNACIONAL	A2	
1980-5144	CARTA SOCIAL E DO TRABALHO	B4	
2213-624X	CASE STUDIES ON TRANSPORT POLICY	A2	
1015-8987	CELLULAR PHYSIOLOGY AND BIOCHEMISTRY	A1	
0251-2920	CEPAL REVIEW (PRINT)	A1	
1413-4608	CERÂMICA INDUSTRIAL (IMPRESSO)	B2	
2543-9472	CEREM: CENTRAL EUROPEAN REVIEW OF ECONOMICS AND MANAGEMENT (PRINT)	B4	
0104-7760	CERNE (UFLA)	B1	
1558-1489	CHALLENGE	A2	
0577-5132	CHALLENGE (WHITE PLAINS)	A2	
1390-1079	CHASQUI. REVISTA LATINOAMERICANA COMUNICACIÓN	A2	
0009-2363	CHEMICAL AND PHARMACEUTICAL BULLETIN	A4	
0169-7439	CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS (PRINT)	A1	
0718-7912	CHILEAN JOURNAL OF STATISTICS	C	
0718-7920	CHILEAN JOURNAL OF STATISTICS	C	
1537-1506	CHINESE BUSINESS REVIEW	A4	
1285-087X	CHRONIQUE INTERNATIONALE DE L'IRES	A2	
1678-4561	CIÊNCIA & SAÚDE COLETIVA	A1	
0304-2685	CIÊNCIA & TROPICO	B3	
2358-0763	CIÊNCIA DA INFORMAÇÃO EM REVISTA	B1	
1518-8353	CIÊNCIA DA INFORMAÇÃO (ONLINE)	A4	
0100-8307	CIÊNCIA E NATURA	A3	
1413-8123	CIÊNCIA E SAÚDE COLETIVA (IMPRESSO)	A1	
1980-5098	CIÊNCIA FLORESTAL (ONLINE)	B2	
1678-4596	CIENCIA RURAL	A4	
0103-8478	CIÊNCIA RURAL (UFSM. IMPRESSO)	A4	
2319-0574	CIÊNCIAS DO TRABALHO	B3	
1982-3037	CIÊNCIAS SOCIAIS APLICADAS EM REVISTA (ONLINE)	B2	
1981-4747	CIÊNCIAS SOCIAIS EM PERSPECTIVA	B3	
1677-9665	CIÊNCIAS SOCIAIS EM PERSPECTIVA	B3	
2177-6229	CIÊNCIAS SOCIAIS UNISINOS	A3	
1984-5529	CIENTÍFICA	B4	
1853-0419	CIRCUS. REVISTA ARGENTINA DE ECONOMÍA	B4	
1989-6816	CIRIEC-ESPAÑA	A3	
0213-8093	CIRIEC-ESPAÑA, REVISTA DE ECONOMÍA PÚBLICA, SOCIAL Y COOPERATIVA	A3	
1618-9558	CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY (INTERNET)	A2	
1618-954X	CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY (PRINT)	A2	
2010-0086	CLIMATE CHANGE ECONOMICS	A3	
1469-3062	CLIMATE POLICY	A1	
0165-0009	CLIMATIC CHANGE	A1	
1868-7083	CLINICAL EPIGENETICS	A2	
0770-3198	CLINICAL RHEUMATOLOGY (PRINTED)	A4	
2317-1782	CODAS	A3	
1809-6875	COFFEE SCIENCE	B3	
1984-3909	COFFEE SCIENCE	B3	
2332-2039	COGENT ECONOMICS & FINANCE	A3	
0973-7766	COLLNET JOURNAL OF SCIENTOMETRICS AND INFORMATION MANAGEMENT	A3	
0927-7765	COLLOIDS AND SURFACES. B, BIOINTERFACES (PRINT)	A2	
2526-7035	COLLOQUIUM SOCIALIS	C	
2318-180X	COLÓQUIO - REVISTA DO DESENVOLVIMENTO REGIONAL	A4	
1678-9059	COLÓQUIO (TAQUARA)	A4	
1386-2073	COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING	A4	
1519-7654	COMCIÊNCIA (UNICAMP)	B2	
1007-5704	COMMUNICATIONS IN NONLINEAR SCIENCE & NUMERICAL SIMULATION	A1	
2373-7484	COMMUNICATIONS IN STATISTICS: CASE STUDIES, DATA ANALYSIS AND APPLICATIONS ONLINE	B4	
0361-0918	COMMUNICATIONS IN STATISTICS. SIMULATION AND COMPUTATION	B1	
0361-0926	COMMUNICATIONS IN STATISTICS. THEORY AND METHODS	B2	
1532-415X	COMMUNICATIONS IN STATISTICS, THEORY AND METHODS (ONLINE)	B2	
1556-5068	COMPARATIVE LAW EJOURNAL	A1	
0010-4159	COMPARATIVE POLITICS	A2	
2177-4986	COMPETÊNCIA - REVISTA DA EDUCAÇÃO SUPERIOR DO SENAC-RS	B4	
1024-5294	COMPETITION & CHANGE	A1	
1059-5422	COMPETITIVENESS REVIEW	A2	
1744-3881	COMPLEMENTARY THERAPIES IN CLINICAL PRACTICE	A3	
1099-0526	COMPLEXITY	A1	
1076-2787	COMPLEXITY (NEW YORK, N.Y.)	A1	
0927-7099	COMPUTATIONAL ECONOMICS	A1	
1573-2894	COMPUTATIONAL OPTIMIZATION AND APPLICATIONS (DORDRECHT. ONLINE)	A2	
0167-9473	COMPUTATIONAL STATISTICS & DATA ANALYSIS (PRINT)	A2	
0943-4062	COMPUTATIONAL STATISTICS (ZEITSCHRIFT)	B1	
0045-7825	COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING	A1	
0360-8352	COMPUTERS & INDUSTRIAL ENGINEERING	A1	
0898-1221	COMPUTERS & MATHEMATICS WITH APPLICATIONS (1987)	A2	
1980-0584	COMUNICAÇÃO EM CIÊNCIAS DA SAÚDE (IMPRESSO)	B2	
1983-7070	COMUNICACAO, MIDIA E CONSUMO (ONLINE)	A3	
2317-5737	CONCEIÇÃO/CONCEPTION REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES DA CENA	A2	
2526-8988	CONCEITO JURÍDICO	C	
1958-9212	CONFINS (PARIS)	A1	
2238-0426	CONHECER: DEBATE ENTRE O PÚBLICO O PRIVADO	B2	
1809-3442	CONHECIMENTO INTERATIVO	B3	
1413-1536	CONJUNTURA & PLANEJAMENTO	B1	
2178-8839	CONJUNTURA AUSTRAL	A3	
1992-1896	CONTABILIDAD Y NEGOCIOS	A4	
0103-734X	CONTABILIDADE VISTA & REVISTA	A3	
2357-9048	CONTABILOMETRIA - BRAZILIAN JOURNAL OF QUANTITATIVE METHODS APPLIED TO ACCOUNTING	B2	
0186-1042	CONTADURIA Y ADMINISTRACION	A2	
0102-8529	CONTEXTO INTERNACIONAL	A1	
1982-0240	CONTEXTO INTERNACIONAL (ON-LINE)	A1	
2175-8751	CONTEXTO (UFRGS)	A4	
2238-4200	CONTEXTOS DA ALIMENTAÇÃO	B2	
2007-2120	CONTEXTUALIZACIONES LATINOAMERICANAS	A4	
2178-9258	CONTEXTUS - REVISTA CONTEMPORÂNEA DE ECONOMIA E GESTÃO	B1	
1678-2089	CONTEXTUS (FORTALEZA)	B1	
2238-2577	CONTRACAMPO: BRAZILIAN JOURNAL OF COMMUNICATION	A3	
1696-8360	CONTRIBUCIONES A LA ECONOMÍA	B2	
1988-7833	CONTRIBUCIONES A LAS CIENCIAS SOCIALES	A4	
0277-5921	CONTRIBUTIONS TO POLITICAL ECONOMY	B2	
0120-7180	COOPERATIVISMO Y DESARROLLO	A3	
0964-8410	CORPORATE GOVERNANCE (OXFORD): AN INTERNATIONAL REVIEW	A1	
2304-0963	COSTAS: REVISTA IBEROAMERICANA DE MANEJO COSTERO INTEGRADO	B2	
2151-4771	CREATIVE EDUCATION	C	
1751-0708	CREATIVE INDUSTRIES JOURNAL (ONLINE)	A1	
0963-1690	CREATIVITY AND INNOVATION MANAGEMENT	A1	
0104-9321	CRITICA MARXISTA (SÃO PAULO)	B2	
0301-7605	CRITIQUE (GLASGOW)	B1	
0120-3592	CUADERNOS DE ADMINISTRACIÓN. SERIE DE ORGANIZACIONES	A4	
0123-1472	CUADERNOS DE CONTABILIDAD	A4	
0121-4772	CUADERNOS DE ECONOMÍA (SANTAFÉ DE BOGOTÁ)	A4	
1989-4155	CUADERNOS DE EDUCACIÓN Y DESARROLLO	A4	
2316-5014	CULTURA HISTÓRICA & PATRIMÔNIO	B1	
1389-4501	CURRENT DRUG TARGETS (PRINT)	A3	
1368-3500	CURRENT ISSUES IN TOURISM	A1	
1877-3435	CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY (PRINT)	A1	
2214-7993	CURRENT OPINION IN FOOD SCIENCE	A1	
2328-4900	CURRENT URBAN STUDIES	B3	
2328-4919	CURRENT URBAN STUDIES (ONLINE)	B3	
1808-2882	CUSTOS E AGRONEGOCIO ONLINE	A3	
1678-4588	DADOS - REVISTA DE CIÊNCIAS SOCIAIS	A1	
0011-5258	DADOS (RIO DE JANEIRO. IMPRESSO)	A1	
2175-6600	DEBATES EM EDUCAÇÃO	A2	
2594-0937	DEBATES SOBRE INNOVACIÓN	B3	
1988-5245	DELOS: DESARROLLO LOCAL SOSTENIBLE	B1	
0109-5641	DENTAL MATERIALS	A1	
2317-949X	DESAFIO ONLINE	B1	
