ID,NATURE,TITLE,YEAR,AUTHOR,ORDER,ORDER_OK,ID_CNPQ,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID,ADDRESS_ENTERP_CODE,DOC_INST,DOC_COURSE,DOC_YEAR_INI,DOC_YEAR_FIN
3275865819287843,RESUMO,Utilização de sistema de posicionamento global (GPS) e teodolito em área piloto de agricultura de precisão,1999,"['Rafael Cesar Tieppo', 'Jerry Adriani Johann', 'Denise Mahl', 'Eduardo Godoy de Souza']","['1', '2', '3', '4']",1,"['3275865819287843', '3499704308301708', '', '8600401135679947']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",19-10-2023,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,Universidade de São Paulo,Engenharia de Sistemas Agrícolas,2012,2015
3275865819287843,RESUMO,Software planejamento racional de propriedades agrícolas - PRAPRAG,2000,"['Carlos Antonio Antes', 'Rafael Cesar Tieppo', 'Erivelto Mercante', 'Jerry Adriani Johann', 'Eduardo Godoy de Souza']","['1', '2', '3', '4', '5']",2,"['', '3275865819287843', '4061800207647478', '3499704308301708', '8600401135679947']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",19-10-2023,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,Universidade de São Paulo,Engenharia de Sistemas Agrícolas,2012,2015
3275865819287843,RESUMO,Determinação da umidade do solo por reflectometria no domínio do tempo,2000,"['Carlos Antonio Antes', 'Alcir José Modolo', 'Rafael Cesar Tieppo', 'Márcio Furlan Maggi', 'Erivelto Mercante', 'Cindia Sordi', 'Jerry Adriani Johann']","['1', '2', '3', '4', '5', '6', '7']",3,"['', '7372544499267795', '3275865819287843', '', '4061800207647478', '', '3499704308301708']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",19-10-2023,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,Universidade de São Paulo,Engenharia de Sistemas Agrícolas,2012,2015
3275865819287843,COMPLETO,Software para otimização operacional e econômica de máquinas de pulverização terrestre,2000,"['Alcir José Modolo', 'Erivelto Mercante', 'Rafael Cesar Tieppo', 'Fábio Wronski', 'Antonio Gabriel Filho', 'Jerry Adriani Johann', 'Eduardo Godoy de Souza']","['1', '2', '3', '4', '5', '6', '7']",3,"['7372544499267795', '4061800207647478', '3275865819287843', '', '1161542543125873', '3499704308301708', '8600401135679947']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",19-10-2023,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,Universidade de São Paulo,Engenharia de Sistemas Agrícolas,2012,2015
3275865819287843,RESUMO,Variabilidade espacial dos atributos químicos do solo e da produtividade em uma área piloto de agricultura de precisão,2000,"['Carlos Antonio Antes', 'Rafael Cesar Tieppo', 'Márcio Furlan Maggi', 'Jerry Adriani Johann', 'Erivelto Mercante', 'Eduardo Godoy de Souza']","['1', '2', '3', '4', '5', '6']",2,"['', '3275865819287843', '', '3499704308301708', '4061800207647478', '8600401135679947']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",19-10-2023,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,Universidade de São Paulo,Engenharia de Sistemas Agrícolas,2012,2015
3275865819287843,RESUMO,Estudo da resistência do solo a penetração em diferentes profundidades em uma área piloto de agricultura de precisão,2000,"['Márcio Furlan Maggi', 'Cindia Sordi', 'Rafael Cesar Tieppo', 'Carlos Antonio Antes', 'Erivelto Mercante', 'Reny Adilmar Prestes Lopes', 'Jerry Adriani Johann']","['1', '2', '3', '4', '5', '6', '7']",3,"['', '', '3275865819287843', '', '4061800207647478', '', '3499704308301708']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",19-10-2023,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,Universidade de São Paulo,Engenharia de Sistemas Agrícolas,2012,2015
3275865819287843,RESUMO,Análise econômica ds aplicação localizada de insumos (NPK) na cultura do trigo em uma área piloto de agricultura de precisão,2000,"['Rafael Cesar Tieppo', 'Alcir José Modolo', 'Márcio Furlan Maggi', 'Cindia Sordi', 'Erivelto Mercante', 'Jerry Adriani Johann', 'Lúcia Helena Pereira Nóbrega', 'Eduardo Godoy de Souza']","['1', '2', '3', '4', '5', '6', '7', '8']",1,"['3275865819287843', '7372544499267795', '', '', '4061800207647478', '3499704308301708', '', '8600401135679947']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",19-10-2023,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,Universidade de São Paulo,Engenharia de Sistemas Agrícolas,2012,2015
3275865819287843,RESUMO,Análise comparativa da produtividade de trigo entre o método convencional e de agricultura de precisão,2000,"['Rafael Cesar Tieppo', 'Carlos Antonio Antes', 'Jerry Adriani Johann', 'Erivelto Mercante', 'Eduardo Godoy de Souza']","['1', '2', '3', '4', '5']",1,"['3275865819287843', '', '3499704308301708', '4061800207647478', '8600401135679947']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",19-10-2023,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,Universidade de São Paulo,Engenharia de Sistemas Agrícolas,2012,2015
3275865819287843,RESUMO,Variabilidade Espacial do teor volumétrico de água no solo em latossolo roxo distrófico usando refletometria no domínio do tempo,2000,"['Rafael Cesar Tieppo', 'Alcir José Modolo', 'Carlos Antonio Antes', 'Márcio Furlan Maggi', 'Erivelto Mercante', 'Cindia Sordi', 'Jerry Adriani Johann']","['1', '2', '3', '4', '5', '6', '7']",1,"['3275865819287843', '7372544499267795', '', '', '4061800207647478', '', '3499704308301708']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",19-10-2023,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,Universidade de São Paulo,Engenharia de Sistemas Agrícolas,2012,2015
3275865819287843,COMPLETO,Software para otimização operacional e econômica de aeronaves agrícolas de asa fixa,2000,"['Rafael Cesar Tieppo', 'Erivelto Mercante', 'Alcir José Modolo', 'Fábio Wronski', 'Antonio Gabriel Filho', 'Jerry Adriani Johann', 'Eduardo Godoy de Souza']","['1', '2', '3', '4', '5', '6', '7']",1,"['3275865819287843', '4061800207647478', '7372544499267795', '', '1161542543125873', '3499704308301708', '8600401135679947']",Rafael Cesar Tieppo,Tieppo,"TIEPPO, R. C.;TIEPPO, RAFAEL CESAR;TIEPPO, RAFAEL CÉSAR;R. C. TIEPPO;TIEPPO, RAFAEL",Cascavel,PR,"Rafael Tieppo possui graduação em Engenharia Agícola pela Universidade Estadual do Oeste do Paraná (2001), mestrado em Engenharia Agrícola pela Universidade Estadual do Oeste do Paraná (2004) e doutorado em Engenharia de Sistemas Agrícolas pela Universidade de São Paulo, ESALQ-USP com período sanduíche na Aarhus University - Dinamarca. Atualmente é professor adjunto da Universidade do Estado de Mato Grosso. Tem experiência na área de Engenharia Agrícola, atuando no momento com os seguintes temas: agricultura digital, geoprocessamento e mecanização agrícola.",19-10-2023,Universidade do Estado de Mato Grosso,http://orcid.org/0000-0001-8132-4813,841500000008,Universidade de São Paulo,Engenharia de Sistemas Agrícolas,2012,2015
