TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK
Los bordes de la alegría. Lo invisible de la formación del humano Moderno,2012,,Espanhol,Revista Nómadas - Revista Crítica de Ciências Sociales y Jurídicas,XX,1889-7231,['Maritza Maciel Castrillon Maldonado'],['1'],['1']
Educação Infantil: cenário de cartografias do desejo e processos de disciplinarização,2013,,Português,Revista de Educação Pública,C ,0104-5962,['Maritza Maciel Castrillon Maldonado'],['1'],['1']
Condições de possibilidade para a emergência do discurso das cotas raciais na educação superior no Brasil,2015,,Português,Revista Pedagogia em Foco,C ,2178-3039,"['Maritza Maciel Castrillon Maldonado', 'Érica Silva Rocha']","['1', '2']",['1']
"A lógica do sentido e o paradoxo do tempo: ou, Alice e o sorriso sem gato",2015,,Português,Linha Mestra,B5,1980-9026,['Maritza Maciel Castrillon Maldonado'],['1'],['1']
A obra cinematográfica 'O Pequeno Príncipe' e o pensamento deleuziano: um encontro para pensar Infancias,2016,,Português,LECTURAS EDUCACIÓN FÍSICA Y DEPORTES,B5,1514-3465,"['FERNANDA TÜXEN AZEVEDO', 'KLEBER TÜXEN CARNEIRO', 'Maritza Maciel Castrillon Maldonado']","['1', '2', '3']",['3']
Saberesfazeres do cotidiano: o currículo na/da escola do campo ribeirinha,2016,,Português,Revista Espaço do Currículo,B2,1983-1579,"['Maritza Maciel Castrillon Maldonado', 'Edilma de Souza']","['1', '2']",['1']
"O CLICHÊ E O PARADOXO DO TEMPO EM DELEUZE-GUATTARI: pistas para pensar as dimensões éticas, estéticas e políticas do currículo e da formação",2016,10.15687/rec.v9i3.26491,Português,Revista Espaço do Currículo,B2,1983-1579,"['C. E., FERRAÇO', 'Maritza Maciel Castrillon Maldonado']","['1', '2']",['2']
MODOS DE SUBJETIVAÇÃO DO TIPO SUJEITO E DO TIPO INTENSIDADE: MOVIMENTOS COTIDIANOS EM INSTITUIÇÕES DE EDUCAÇÃO INFANTIL,2016,,Português,REVISTA INTERINSTITUCIONAL ARTES DE EDUCAR,B5,2359-6856,['Maritza Maciel Castrillon Maldonado'],['1'],['1']
Das narrativas do cineclube em Cáceres às narrativas da escola indígena Lutuma Dias,2017,,Português,CADERNOS DE PESQUISA,B3,2178-2229,"['NAINE TERENA DE JESUS', 'Maritza Maciel Castrillon Maldonado']","['1', '2']",['2']
Memórias e Narrativas de infâncias entre praticantespensantes do contexto educacional,2017,,Português,EDUCAÇÃO EM DEBATE (UFC),XX,0102-1117,"['NAINE TERENA DE JESUS', 'Maritza Maciel Castrillon Maldonado']","['1', '2']",['2']
Ciberprofessores indígenas: narrativas através das tecnologias da informação e da comunicação,2017,,Português,"Tear: Revista de Educação, Ciência e Tecnologia",B4,2238-8079,"['NAINE TERENA DE JESUS', 'Maritza Maciel Castrillon Maldonado']","['1', '2']",['2']
Cineclube e inclusão: Relatos de Educadores de Cáceres,2018,,Português,"REVELLI- Revista de Educação, Língua e Literatura da UEG-Inhumas.",B2,1984-6576,"['NAINE TERENA DE JESUS', 'Maritza Maciel Castrillon Maldonado']","['1', '2']",['2']
PENSANDO CURRÃ?CULO COMO PRÃ?TICA DE LIBERDADE: entre concepÃ§Ãµes de infÃ¢ncias representadas em filmes e narrativas cotidianas de praticantespensantes da educaÃ§Ã£o,2019,10.20873/uft.2447-4266.2019v5n1p94,Português,REVISTA OBSERVATÓRIO,B5,2447-4266,"['Maritza Maciel Castrillon Maldonado', 'SANTOS, JOÃO DE DEUS DOS']","['1', '2']",['1']
"IDENTIDADE ?DO CAMPO? OU DIFERENÇA? ENTRE CAMPOS, ENTRE RIOS, ENTRE INFÂNCIAS",2016,,Português,REVISTA FAED - UNEMAT,C ,2178-7476,"['Maritza Maciel Castrillon Maldonado', 'EULENE VIEIRA MORAES']","['1', '2']",['1']
