ISSN	Titulo	Estrato	Classificação
1413-8123	CIÊNCIA E SAÚDE COLETIVA (IMPRESSO)	A1	
1983-912X	CIÊNCIA ET PRAXIS (ONLINE)	A3	
1678-4596	CIENCIA RURAL	A4	
0103-8478	CIÊNCIA RURAL (UFSM. IMPRESSO)	A4	
1981-4747	CIÊNCIAS SOCIAIS EM PERSPECTIVA	B3	
2177-6229	CIÊNCIAS SOCIAIS UNISINOS	A3	
1519-6089	CIVITAS - REVISTA DE CIÊNCIAS SOCIAIS (IMPRESSO)	A1	
1984-7289	CIVITAS - REVISTA DE CIÊNCIAS SOCIAIS (ONLINE)	A1	
2357-9730	CLINICAL AND BIOMEDICAL RESEARCH	C	
1807-5932	CLINICS (USP, IMPRESSO)	A4	
2176-9133	COGITARE ENFERMAGEM	B1	
2236-3009	COGNITIO JURIS	B4	
2447-2654	COISAS DO GÊNERO: REVISTA DE ESTUDOS FEMINISTAS EM GÊNERO E RELIGIÃO	A2	
0121-5612	COLOMBIA INTERNACIONAL	A1	
2318-180X	COLÓQUIO - REVISTA DO DESENVOLVIMENTO REGIONAL	A4	
0010-440X	COMPREHENSIVE PSYCHIATRY (PRINT)	A3	
2178-0145	COMUNICAÇÃO & INOVAÇÃO	A4	
2175-7755	COMUNICAÇÃO & SOCIEDADE	B1	
1983-7070	COMUNICACAO, MIDIA E CONSUMO (ONLINE)	A3	
2595-4768	CONCI	B3	
0328-2856	CONCIENCIA SOCIAL	B4	
2591-5339	CONCIENCIASOCIAL	B1	
2317-3254	CONEXÃO POLÍTICA - REVISTAS ELETRÔNICAS DA UFPI	A4	
1982-176X	CONEXÕES : CIÊNCIA E TECNOLOGIA	A2	
0103-1457	CONJECTURA: FILOSOFIA E EDUCAÇÃO (UCB)	A3	
1980-7341	CONNECTION LINE	B3	
2526-7884	CONSUMER BEHAVIOR REVIEW	B2	
2236-532X	CONTEMPORÂNEA. REVISTA DE SOCIOLOGIA DA UFSCAR	A4	
2177-4404	CONTEMPORARTES: REVISTA SEMANAL DE DIFUSÃO CULTURAL	B3	
2179-1309	CONTEXTO & EDUCAÇÃO	A2	
1982-0240	CONTEXTO INTERNACIONAL (ON-LINE)	A1	
1988-7833	CONTRIBUCIONES A LAS CIENCIAS SOCIALES	A4	
2311-5475	CRISIS AND CRITIQUE (ONLINE)	A4	
2237-0579	CRÍTICA E SOCIEDADE. REVISTA DE CULTURA POLÍTICA	B1	
2447-4223	CRÍTICA EDUCATIVA	A4	
0104-9321	CRITICA MARXISTA (SÃO PAULO)	B2	
2049-8675	CRITICAL AND RADICAL SOCIAL WORK (ONLINE)	A1	
0301-7605	CRITIQUE (GLASGOW)	B1	
1981-2140	CSONLINE - REVISTA ELETRÔNICA DE CIÊNCIAS SOCIAIS	B3	
1989-4155	CUADERNOS DE EDUCACIÓN Y DESARROLLO	A4	
0326-7806	CUADERNOS DE POLÍTICA EXTERIOR ARGENTINA	B1	
1988-8295	CUADERNOS DE TRABAJO SOCIAL	A3	
2469-150X	CUADERNOS DEL CEL	B2	
2545-6881	CUESTION URBANA	B2	
1645-1384	CURRÍCULO SEM FRONTEIRAS	A1	
1678-4588	DADOS - REVISTA DE CIÊNCIAS SOCIAIS	A1	
1982-8136	DEBATES DO NER	A2	
1988-5245	DELOS: DESARROLLO LOCAL SOSTENIBLE	B1	
2545-7284	DESCENTRADA - REVISTA INTERDISCIPLINARIA DE FEMINISMOS Y GÉNERO	A2	
2176-9109	DESENVOLVIMENTO E MEIO AMBIENTE	B2	
1518-952X	DESENVOLVIMENTO E MEIO AMBIENTE (UFPR)	B2	
2237-6453	DESENVOLVIMENTO EM QUESTÃO	A4	
2237-9029	DESENVOLVIMENTO REGIONAL EM DEBATE	A2	
2446-5496	DESENVOLVIMENTO SOCIOECONÔMICO EM DEBATE	B1	
2318-9282	DESIDADES - REVISTA ELETRÔNICA DE DIVULGAÇÃO CIENTÍFICA DA INFÂNCIA E JUVENTUDE	B1	
0012-1533	DEVELOPING ECONOMIES	B1	
1471-8731	DEVELOPING WORLD BIOETHICS (PRINT)	B2	
1983-9294	DIALOGIA	A4	
0486-6266	DIÁLOGOS ACADÊMICOS	B3	
2447-9047	DIÁLOGOS POSSÍVEIS (ONLINE)	A4	
2525-698X	DIGNIDADE RE-VISTA	B3	
2178-2792	DILEMAS	A4	
2317-7721	DIREITO DA CIDADE	A2	
1516-6104	DIREITO, ESTADO E SOCIEDADE (IMPRESSO)	A2	
2447-0023	DIREITOS, TRABALHO E POLÍTICA SOCIAL	A2	
1127-8579	DIRITTO & DIRITTI	B3	
1748-3107	DISABILITY AND REHABILITATION: ASSISTIVE TECHNOLOGY	A2	
2237-9967	DISPOSITIVA	B3	
2358-0003	DOBRA[S] – REVISTA DA ASSOCIAÇÃO BRASILEIRA DE ESTUDOS DE PESQUISAS EM MODA	A3	
2109-9421	DROIT ET CULTURES	B2	
1647-0737	E-CADERNOS CES (ONLINE)	B3	
2177-5087	ECCOM - EDUCAÇÃO, CULTURA E COMUNICAÇÃO	B1	
1963-1197	ECHOGÉO (PARIS)	A4	
1982-3533	ECONOMIA E SOCIEDADE (UNICAMP)	A2	
0252-8584	ECONOMIA Y DESARROLLO	A2	
1517-1302	ECONÔMICA (NITERÓI)	B1	
2176-1043	EDUCAÇÃO & LINGUAGEM (ONLINE)	A4	
2237-6011	EDUCAÇÃO - REVISTA CIENTÍFICA DO CENTRO UNIVERSITÁRIO CLARETIANO	C	
1678-4626	EDUCAÇÃO & SOCIEDADE	A1	
2237-1648	EDUCAÇÃO, CULTURA E SOCIEDADE	B1	
1678-4634	EDUCAÇÃO E PESQUISA	A1	
2448-0320	EDUCAÇÃO EM ANÁLISE	B1	
0102-1117	EDUCAÇÃO EM DEBATE (UFC)	B1	
2447-5246	EDUCAÇÃO EM FOCO (UFJF) ONLINE	A3	
0101-465X	EDUCAÇÃO (PORTO ALEGRE)	A1	
1981-2582	EDUCAÇÃO (PUCRS)	A1	
1676-2592	EDUCAÇÃO TEMÁTICA DIGITAL	A1	
2358-1468	EDUCAMAZÔNIA	B1	
1984-0411	EDUCAR EM REVISTA	A1	
0104-4060	EDUCAR EM REVISTA (IMPRESSO)	A1	
2561-2271	ÉDUCATION RELATIVE À L&APOS;ENVIRONNEMENT	B2	
1981-4712	EDUCERE ET EDUCARE (VERSÃO ELETRÔNICA)	A4	
1679-4508	EINSTEIN (SÃO PAULO)	A4	
2175-0688	E-LEGIS	A4	
2011-4532	ELEUTHERA	A3	
2527-1393	ELEUTHERÍA	B1	
0104-1037	EM ABERTO	A2	
1980-3532	EM DEBATE (UFSC. ONLINE)	B2	
2595-7716	EM SOCIEDADE	B4	
1982-7814	EMANCIPAÇÃO (ONLINE) (PONTA GROSSA)	A2	
1519-7611	EMANCIPAÇÃO (UEPG. IMPRESSO)	A2	
2594-2840	EMERGING TRENDS IN EDUCATION	B2	
2177-2312	E-METROPOLIS: REVISTA ELETRÔNICA DE ESTUDOS URBANOS E REGIONAIS	B2	
2317-2606	ENCICLOPEDIA BIOSFERA	B4	
2447-2034	ENFERMAGEM ATUAL IN DERME	B1	
2357-707X	ENFERMAGEM EM FOCO	B1	
1695-6141	ENFERMERÍA GLOBAL	B1	
2175-6813	ENGENHARIA NA AGRICULTURA (ONLINE)	B4	
0104-4036	ENSAIO - AVALIAÇÃO E POLÍTICAS PÚBLICAS EM EDUCAÇÃO	A1	
1983-7011	ENSINO, SAÚDE E AMBIENTE	B1	
2179-3514	ENTREMEIOS	B1	
2526-2793	ENTROPIA	A4	
1518-2487	EPTIC (UFS)	B1	
1981-3511	E-REVISTA FACITEC	A4	
1666-3942	ESCENARIOS (LA PLATA)	B2	
2177-9465	ESCOLA ANNA NERY. REVISTA DE ENFERMAGEM	B1	
2674-7758	ESCRITAS DO TEMPO	B3	
2256-1269	ESCUELA DE ESTÚDIOS DE GÉNERO	B3	
2446-6190	ESFERAS	A4	
1984-817X	ESPACIALIDADES	B1	
0798-1015	ESPACIOS (CARACAS)	C	
0103-3832	ESPAÇO PARA A SAÚDE	B4	
1517-7130	ESPAÇO PARA A SAÚDE - REVISTA DE SAÚDE PÚBLICA DO PARANÁ	B4	
2594-9721	ESPIRALES REVISTA MULTIDISCIPLINARIA DE INVESTIGACIÓN	A1	
1516-6406	ESSENTIA (SOBRAL/CE)	B3	
1983-036X	ESTUDO & DEBATE (ONLINE)	B2	
2237-941X	ESTUDOS CONTEMPORANEOS DA SUBJETIVIDADE	B1	
2525-9261	ESTUDOS DE ADMINISTRAÇÃO E SOCIEDADE	B2	
1678-4669	ESTUDOS DE PSICOLOGIA (NATAL. ONLINE)	A1	
1413-294X	ESTUDOS DE PSICOLOGIA (UFRN)	A1	
1982-4718	ESTUDOS DE SOCIOLOGIA	B1	
1414-0144	ESTUDOS DE SOCIOLOGIA (SÃO PAULO)	B1	
1646-4850	ESTUDOS DO ISCA	A2	
1647-8622	ESTUDOS DO SÉCULO XX	B2	
1808-4281	ESTUDOS E PESQUISAS EM PSICOLOGIA (ONLINE)	A2	
1806-9584	ESTUDOS FEMINISTAS	A1	
2316-2171	ESTUDOS INTERDISCIPLINARES DO ENVELHECIMENTO - PORTO ALEGRE	A3	
2236-6407	ESTUDOS INTERDISCIPLINARES EM PSICOLOGIA	A3	
1517-2473	ESTUDOS INTERDISCIPLINARES SOBRE O ENVELHECIMENTO	A3	
1369-1457	EUROPEAN JOURNAL OF SOCIAL WORK	A1	
1857-7431	EUROPEAN SCIENTIFIC JOURNAL	C	
0874-5560	EX AEQUO (OEIRAS)	B2	
2358-8195	EXPRESSA EXTENSÃO	B3	
1807-0221	EXTENSIO: REVISTA ELETRÔNICA DE EXTENSÃO	B1	
1519-6895	EXTRAPRENSA (USP)	B1	
1516-6503	FACEF PESQUISA	B3	
2177-1677	FACULDADE CEARENSE EM REVISTA	C	
2358-6311	FAROL - REVISTA DE ESTUDOS ORGANIZACIONAIS E SOCIEDADE	A4	
1677-0439	FAZ CIÊNCIA (UNIOESTE. IMPRESSO)	B2	
1807-6971	FENIX: REVISTA DE HISTORIA E ESTUDOS CULTURAIS	A2	
1982-5986	FOLHETIM: REVISTA DE PSICANÁLISE DO FÓRUM DO CAMPO LACANIANO DO RIO DE JANEIRO	B4	
2318-986X	FORM@RE -REVISTA DO PLANO NACIONAL DE FORMAÇÃO DE PROFESSOES DA EDUCAÇÃO BÁSICA/UFPI	B2	
1984-0292	FRACTAL: REVISTA DE PSICOLOGIA	A2	
1983-7828	FRAGMENTOS DE CULTURA	A2	
2446-8215	FRONTEIRAS E DEBATES	B1	
2238-9717	FRONTEIRAS: REVISTA CATARINENSE DE HISTÓRIA	B1	
2175-0742	FRONTEIRAS: REVISTA DE HISTÓRIA	A3	
2393-7688	FRONTERAS	A3	
0797-8952	FRONTERAS (MONTEVIDEO)	A3	
1663-9812	FRONTIERS IN PHARMACOLOGY	A2	
2184-1845	GALILEU	A3	
1517-9699	GÊNERO	A2	
2238-8184	GÊNERO NA AMAZÔNIA	B4	
2448-7058	GÉNERO Y SALUD EN CIFRAS	B4	
1518-2002	GEOGRAFARES: REVISTA DO MESTRADO E DO DEPARTAMENTO DE GEOGRAFIA, CENTRO DE CIÊNCIAS HUMANAS E NATURAIS (UFES)	A2	
2178-0234	GEOGRAFIA EM QUESTÃO (ONLINE)	A3	
0100-7912	GEOGRAFIA (RIO CLARO. IMPRESSO)	A2	
2358-1972	GEOGRAPHIA OPPORTUNO TEMPORE	A3	
2177-5230	GEOSUL	A2	
1984-5537	GEOTEXTOS (ONLINE)	A3	
2526-7523	GEP NEWS	B2	
1983-8220	GERAIS: REVISTA INTERINSTITUCIONAL DE PSICOLOGIA	A3	
2175-5604	GERMINAL: MARXISMO E EDUCAÇÃO EM DEBATE	A2	
1806-9649	GESTÃO & PRODUÇÃO	B1	
2317-5087	GESTÃO E CONEXÕES	A4	
2178-8030	GESTAO E PLANEJAMENTO	A4	
2595-3109	GESTO-DEBATE	B1	
2174-9515	GIGAPP ESTUDIOS WORKING PAPERS	B2	
2249-460X	GLOBAL JOURNAL OF HUMAN-SOCIAL SCIENCE	A1	
2013-6757	GLOBAL SOCIAL WORK	A2	
2179-9180	GUAIRACÁ	A4	
2447-4096	GUAJU ¿ REVISTA BRASILEIRA DE DESENVOLVIMENTO TERRITORIAL SUSTENTÁVEL	C	
1477-7525	HEALTH AND QUALITY OF LIFE OUTCOMES	A2	
0957-4824	HEALTH PROMOTION INTERNATIONAL (PRINT)	A2	
2448-2609	HERÓDOTO - REVISTA DO GRUPO DE ESTUDOS E PESQUISAS SOBRE A ANTIGUIDADE CLÁSSICA E SUAS CONEXÕES AFRO-ASIÁTICAS	B1	
1957-7745	HISTOIRE ET MESURE	B2	
1678-4758	HISTÓRIA, CIÊNCIAS, SAÚDE (ONLINE)	A1	
2238-6270	HISTÓRIA E CULTURA	A3	
1519-3314	HISTÓRIA ECONÔMICA & HISTÓRIA DE EMPRESAS (ABPHE)	A4	
2358-1654	HISTÓRIA ORAL	A3	
1988-3056	HISTORIA Y COMUNICACIÓN SOCIAL	A3	
1807-1600	HOLOS (NATAL. ONLINE)	A1	
0104-7183	HORIZONTES ANTROPOLÓGICOS (UFRGS. IMPRESSO)	A1	
2576-4497	HOSPICE AND PALLIATIVE MEDICINE INTERNATIONAL JOURNAL	B3	
0300-7839	HUMAN ECOLOGY (NEW YORK, N.Y.)	A1	
2358-8322	HUMANIDADES & INOVAÇÃO	B2	
0102-9479	HUMANIDADES (BRASÍLIA)	C	
1390-1249	ÍCONOS (QUITO)	A1	
1950-5701	IDEAS	B1	
2358-7482	IF-SOPHIA	B2	
1984-1191	ILUMINURAS (PORTO ALEGRE)	A2	
1808-8678	INCLUSÃO SOCIAL (ONLINE)	A3	
1808-5377	INFODESIGN (SBDI. ONLINE)	A2	
1981-8920	INFORMAÇÃO & INFORMAÇÃO	A2	
1982-1654	INFORMÁTICA NA EDUCAÇÃO	B1	
1517-6258	INFORME ECONÔMICO (UFPI)	B4	
1679-415X	INFORME GEPEC (ONLINE)	A4	
2176-9192	INICIAÇÃO CIENTÍFICA (CESUMAR )	B3	
1981-8076	INTERAÇÃO EM PSICOLOGIA (ONLINE)	A3	
1981-8416	INTER-AÇÃO (UFG. ONLINE)	A2	
1984-042X	INTERAÇÕES (CAMPO GRANDE)	A3	
1518-7012	INTERAÇÕES (CAMPO GRANDE)	A3	
2176-669X	INTERCÂMBIO (MONTES CLAROS)	B2	
2446-6549	INTERESPAÇO: REVISTA DE GEOGRAFIA E INTERDISCIPLINARIDADE	A2	
2237-7506	INTERFACE	B2	
1414-3283	INTERFACE (BOTUCATU. IMPRESSO)	A3	
1807-5762	INTERFACE (BOTUCATU. ONLINE)	A3	
1806-9037	INTERFACE (NATAL)	B2	
2318-2326	INTERFACES - REVISTA DE EXTENSÃO DA UFMG	B3	
2316-3801	INTERFACES CIENTÍFICAS - HUMANAS E SOCIAIS	A4	
2316-3798	INTERFACES CIENTÍFICAS - SAÚDE E AMBIENTE	B1	
2177-7691	INTERFACES DA EDUCAÇÃO	A2	
1982-1662	INTER-LEGERE (UFRN)	B2	
1755-7682	INTERNATIONAL ARCHIVES OF MEDICINE	C	
1913-9020	INTERNATIONAL EDUCATION STUDIES	C	
2411-2933	INTERNATIONAL JOURNAL FOR INNOVATION EDUCATION AND RESEARCH	C	
2456-1908	INTERNATIONAL JOURNAL OF ADVANCED ENGINEERING RESEARCH AND SCIENCE	C	
2349-6495	INTERNATIONAL JOURNAL OF ADVANCED ENGINEERING RESEARCH AND SCIENCE	C	
1923-4015	INTERNATIONAL JOURNAL OF BUSINESS ADMINISTRATION	A3	
2230-9926	INTERNATIONAL JOURNAL OF DEVELOPMENT RESEARCH	C	
1660-4601	INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH	A1	
2414-3057	INTERNATIONAL JOURNAL OF HEALTH AND MEDICAL SCIENCES (ONLINE)	B4	
2319-7714	INTERNATIONAL JOURNAL OF HUMANITIES AND SOCIAL SCIENCE INVENTION (ONLINE)	C	
2348-3997	INTERNATIONAL JOURNAL OF RESEARCH IN AGRICULTURAL SCIENCES	C	
2456-6373	INTERNATIONAL JOURNAL OF RESEARCH STUDIES IN MEDICAL AND HEALTH SCIENCES	B1	
2319-7064	INTERNATIONAL JOURNAL OF SCIENCE AND RESEARCH	C	
1179-1411	INTERNATIONAL JOURNAL OF WOMEN'S HEALTH	A1	
